sku;grouped_skus;attribute_set_code;type;product_websites;name;meta_title;meta_description;description;short_description;ed_model;categories;ed_brand;ed_type;ed_color;image;small_image;thumbnail
lova_500_20_110030806083;1029890;Default;grouped;base;Lova;Lova;Lova;Lova;Lova;Lova;Shop/Home accessories/Home textiles/Home textiles others;Casa Vivante;to be determined;grey; 102989001.jpg; 102989001.jpg; 102989001.jpg
lova_500_60_110030806083;1029889;Default;grouped;base;Lova;Lova;Lova;Lova;Lova;Lova;Shop/Home accessories/Home textiles/Home textiles others;Casa Vivante;to be determined;yellow; 102988901.jpg; 102988901.jpg; 102988901.jpg
lsa_115_160_110030306034;133555;Default;grouped;base;Lisa;Lisa;Lisa;Lisa;Lisa;Lisa;Shop/Home accessories/Room accents/Lanterns & hurricane lights;Mica Decorations;lantern;copper; 13355501.jpg; 13355501.jpg; 13355501.jpg
lsa_115_160_110030306035;133554;Default;grouped;base;Lisa;Lisa;Lisa;Lisa;Lisa;Lisa;Shop/Home accessories/Room accents/Candles & candle holders;Mica Decorations;lantern;copper; 13355401.jpg; 13355401.jpg; 13355401.jpg
lsa_189_160_110030306034;133557;Default;grouped;base;Lisa;Lisa;Lisa;Lisa;Lisa;Lisa;Shop/Home accessories/Room accents/Lanterns & hurricane lights;Mica Decorations;hurricane light;copper; 13355701.jpg; 13355701.jpg; 13355701.jpg
lsey_197_81_110030306035;242540;Default;grouped;base;Lindsey;Lindsey;Lindsey;Lindsey;Lindsey;Lindsey;Shop/Home accessories/Room accents/Candles & candle holders;Casa Vivante;candleholder;l.green; 24254001.jpg; 24254001.jpg; 24254001.jpg
lsey_500_100_110030306030;1007851;Default;grouped;base;Lindsey;Lindsey;Lindsey;Lindsey;Lindsey;Lindsey;Shop/Home accessories/Room accents/Decorative objects;Casa Vivante;to be determined;pink; 100785101.jpg; 100785101.jpg; 100785101.jpg
lu24_303_30_160032306230; 363700, 363703;Default;grouped;base;Connect 24;Connect 24;Connect 24;Connect 24;Connect 24;Connect 24;Shop/Christmas lighting/Connect lighting/Connect 24;Luca Lighting;transformer;black; 36370001.jpg; 36370001.jpg; 36370001.jpg
lu24_897_12_160032306230; 363713, 363714;Default;grouped;base;Connect 24;Connect 24;Connect 24;Connect 24;Connect 24;Connect 24;Shop/Christmas lighting/Connect lighting/Connect 24;Luca Lighting;icicle;warm white; 36371301.jpg; 36371301.jpg; 36371301.jpg
lu24_937_12_160032306230;1020346;Default;grouped;base;Connect 24;Connect 24;Connect 24;Connect 24;Connect 24;Connect 24;Shop/Christmas lighting/Connect lighting/Connect 24;Luca Lighting;ropelight;warm white; 102034601.jpg; 102034601.jpg; 102034601.jpg
lu24_995_12_160032306230; 363712, 363727;Default;grouped;base;Connect 24;Connect 24;Connect 24;Connect 24;Connect 24;Connect 24;Shop/Christmas lighting/Connect lighting/Connect 24;Luca Lighting;string;warm white; 36371201.jpg; 36371201.jpg; 36371201.jpg
lucas_151_13_100030006000; 1022424, 1022425, 1022426, 1022427, 1022436, 1022437, 1022438, 1026357;Default;grouped;base;Lucas;Lucas;Lucas;Lucas;Lucas;Lucas;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;pot;off white; 102242401.jpg; 102242401.jpg; 102242401.jpg
lucas_151_13_100030006002;1022423;Default;grouped;base;Lucas;Lucas;Lucas;Lucas;Lucas;Lucas;Shop/Pottery & glassware/Indoor pottery/Indoor bowls;Mica Decorations;pot;off white; 102242301.jpg; 102242301.jpg; 102242301.jpg
lucas_151_20_100030006000; 1022418, 1022419, 1022420, 1022421, 1022422, 1022433, 1022434, 1022435, 1026356;Default;grouped;base;Lucas;Lucas;Lucas;Lucas;Lucas;Lucas;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;pot;grey; 102241801.jpg; 102241801.jpg; 102241801.jpg
lucc_500_20_110030406040;231221;Default;grouped;base;Lucco;Lucco;Lucco;Lucco;Lucco;Lucco;Shop/Home accessories/Lamps & lighting/Ceiling lamps;Casa Vivante;to be determined;grey; 23122101.jpg; 23122101.jpg; 23122101.jpg
lucc_500_60_110030406040; 231220, 231222;Default;grouped;base;Lucco;Lucco;Lucco;Lucco;Lucco;Lucco;Shop/Home accessories/Lamps & lighting/Ceiling lamps;Casa Vivante;to be determined;yellow; 23122001.jpg; 23122001.jpg; 23122001.jpg
lucello_180_180_100030206020; 1011033, 1011035;Default;grouped;base;Lucello;Lucello;Lucello;Lucello;Lucello;Lucello;Shop/Pottery & glassware/Glassware/Glass vases;Mica Decorations;vase;transparent; 101103301.jpg; 101103301.jpg; 101103301.jpg
luci_115_133_110030306034; 133367, 133368, 133373;Default;grouped;base;Lucia;Lucia;Lucia;Lucia;Lucia;Lucia;Shop/Home accessories/Room accents/Lanterns & hurricane lights;Casa Vivante;lantern;champagne; 13336701.jpg; 13336701.jpg; 13336701.jpg
luci_115_140_110030306034;133369;Default;grouped;base;Lucia;Lucia;Lucia;Lucia;Lucia;Lucia;Shop/Home accessories/Room accents/Lanterns & hurricane lights;Casa Vivante;lantern;silver; 13336901.jpg; 13336901.jpg; 13336901.jpg
luci_115_180_110030306034; 133365, 133366, 133371, 133372, 133616, 133617;Default;grouped;base;Lucia;Lucia;Lucia;Lucia;Lucia;Lucia;Shop/Home accessories/Room accents/Lanterns & hurricane lights;Casa Vivante;lantern;transparent; 13336501.jpg; 13336501.jpg; 13336501.jpg
luci_115_53_110030306034; 133606, 133608;Default;grouped;base;Lucia;Lucia;Lucia;Lucia;Lucia;Lucia;Shop/Home accessories/Room accents/Lanterns & hurricane lights;Casa Vivante;lantern;peach; 13360601.jpg; 13360601.jpg; 13360601.jpg
lucl_906_30_160032306233;763600;Default;grouped;base;Connect Led;Connect Led;Connect Led;Connect Led;Connect Led;Connect Led;Shop/Christmas lighting/Connect lighting/Connect lighting others;Luca Lighting;kabel;black; 76360001.jpg; 76360001.jpg; 76360001.jpg
luco_828_30_160032306233;762958;Default;grouped;base;Connect Xp;Connect Xp;Connect Xp;Connect Xp;Connect Xp;Connect Xp;Shop/Christmas lighting/Connect lighting/Connect lighting others;Luca Lighting;accessories;black; 76295801.jpg; 76295801.jpg; 76295801.jpg
luco_897_182_160032306232;762834;Default;grouped;base;Connect Xp;Connect Xp;Connect Xp;Connect Xp;Connect Xp;Connect Xp;Shop/Christmas lighting/Connect lighting/Connext XP;Luca Lighting;icicle;clear; 76283401.jpg; 76283401.jpg; 76283401.jpg
luco_906_30_160032306232; 762703, 762832, 763586;Default;grouped;base;Connect Xp;Connect Xp;Connect Xp;Connect Xp;Connect Xp;Connect Xp;Shop/Christmas lighting/Connect lighting/Connext XP;Luca Lighting;kabel;black; 76270301.jpg; 76270301.jpg; 76270301.jpg
luco_906_30_160032306233;763564;Default;grouped;base;Connect Xp;Connect Xp;Connect Xp;Connect Xp;Connect Xp;Connect Xp;Shop/Christmas lighting/Connect lighting/Connect lighting others;Luca Lighting;kabel;black; 76356401.jpg; 76356401.jpg; 76356401.jpg
luco_937_182_160032306232;862840;Default;grouped;base;Connect Xp;Connect Xp;Connect Xp;Connect Xp;Connect Xp;Connect Xp;Shop/Christmas lighting/Connect lighting/Connext XP;Luca Lighting;ropelight;clear; 86284001.jpg; 86284001.jpg; 86284001.jpg
luco_995_182_160032306232;762701;Default;grouped;base;Connect Xp;Connect Xp;Connect Xp;Connect Xp;Connect Xp;Connect Xp;Shop/Christmas lighting/Connect lighting/Connext XP;Luca Lighting;string;clear; 76270101.jpg; 76270101.jpg; 76270101.jpg
lucy_180_13_100030006001;1002711;Default;grouped;base;Lucy;Lucy;Lucy;Lucy;Lucy;Lucy;Shop/Pottery & glassware/Indoor pottery/Indoor vases;Mica Decorations;vase;off white; 100271101.jpg; 100271101.jpg; 100271101.jpg
luk_186_213_110030306035;134376;Default;grouped;base;Luka;Luka;Luka;Luka;Luka;Luka;Shop/Home accessories/Room accents/Candles & candle holders;Casa Vivante;wax holder;brass; 13437601.jpg; 13437601.jpg; 13437601.jpg
luna_500_130_110030306036;1008385;Default;grouped;base;Luna;Luna;Luna;Luna;Luna;Luna;Shop/Home accessories/Room accents/Tiered stands & plates;Casa Vivante;to be determined;gold; 100838501.jpg; 100838501.jpg; 100838501.jpg
maca_218_80_150032006200; 384737, 384739;Default;grouped;base;Macallan;Macallan;Macallan;Macallan;Macallan;Macallan;Shop/Artificial Christmas trees & wreaths/Artificial Christmas trees/Christmas trees;Black Box Trees;christmas tree;green; 38473701.jpg; 38473701.jpg; 38473701.jpg
maca_218_90_150032006200; 385388, 385389;Default;grouped;base;Macallan;Macallan;Macallan;Macallan;Macallan;Macallan;Shop/Artificial Christmas trees & wreaths/Artificial Christmas trees/Christmas trees;Black Box Trees;christmas tree;blue; 38538801.jpg; 38538801.jpg; 38538801.jpg
maca_222_80_150032006200;384745;Default;grouped;base;Macallan;Macallan;Macallan;Macallan;Macallan;Macallan;Shop/Artificial Christmas trees & wreaths/Artificial Christmas trees/Christmas trees;Black Box Trees;christmas tree led;green; 38474501.jpg; 38474501.jpg; 38474501.jpg
maca_500_80_150032006200; 1013621, 1013622;Default;grouped;base;Macallan;Macallan;Macallan;Macallan;Macallan;Macallan;Shop/Artificial Christmas trees & wreaths/Artificial Christmas trees/Christmas trees;Black Box Trees;to be determined;green; 101362101.jpg; 101362101.jpg; 101362101.jpg
maca_500_80_150032006201;1029012;Default;grouped;base;Macallan;Macallan;Macallan;Macallan;Macallan;Macallan;Shop/Artificial Christmas trees & wreaths/Artificial Christmas trees/Christmas tree half wall;Black Box Trees;to be determined;green; 102901201.jpg; 102901201.jpg; 102901201.jpg
maca_500_90_150032006200;1013614;Default;grouped;base;Macallan;Macallan;Macallan;Macallan;Macallan;Macallan;Shop/Artificial Christmas trees & wreaths/Artificial Christmas trees/Christmas trees;Black Box Trees;to be determined;blue; 101361401.jpg; 101361401.jpg; 101361401.jpg
mack_151_23_100030006000; 1041483, 1041484, 1041485, 1041486, 1041488, 1041489, 1041490, 1041491;Default;grouped;base;Mack;Mack;Mack;Mack;Mack;Mack;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;pot;anthracite; 104148301.jpg; 104148301.jpg; 104148301.jpg
mack_180_23_100030006001;1041487;Default;grouped;base;Mack;Mack;Mack;Mack;Mack;Mack;Shop/Pottery & glassware/Indoor pottery/Indoor vases;Mica Decorations;vase;anthracite; 104148701.jpg; 104148701.jpg; 104148701.jpg
macy_500_180_100030206020;1036922;Default;grouped;base;Macy;Macy;Macy;Macy;Macy;Macy;Shop/Pottery & glassware/Glassware/Glass vases;Mica Decorations;to be determined;transparent; 103692201.jpg; 103692201.jpg; 103692201.jpg
madr_500_22_110030306030;1008708;Default;grouped;base;Madrid;Madrid;Madrid;Madrid;Madrid;Madrid;Shop/Home accessories/Room accents/Decorative objects;Casa Vivante;to be determined;d.grey; 100870801.jpg; 100870801.jpg; 100870801.jpg
magg_500_132_110030306035;1008710;Default;grouped;base;Maggy;Maggy;Maggy;Maggy;Maggy;Maggy;Shop/Home accessories/Room accents/Candles & candle holders;Casa Vivante;to be determined;d.gold; 100871001.jpg; 100871001.jpg; 100871001.jpg
main_500_123_110030306034;224917;Default;grouped;base;Maine;Maine;Maine;Maine;Maine;Maine;Shop/Home accessories/Room accents/Lanterns & hurricane lights;Mica Decorations;to be determined;taupe; 22491701.jpg; 22491701.jpg; 22491701.jpg
malu_500_140_100030006000; 231255, 231256, 231257, 231258, 231259;Default;grouped;base;Malu;Malu;Malu;Malu;Malu;Malu;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;to be determined;silver; 23125501.jpg; 23125501.jpg; 23125501.jpg
malu_500_140_110030306030; 231260, 231261;Default;grouped;base;Malu;Malu;Malu;Malu;Malu;Malu;Shop/Home accessories/Room accents/Decorative objects;Mica Decorations;to be determined;silver; 23126001.jpg; 23126001.jpg; 23126001.jpg
malu_500_160_100030006000; 231263, 231264, 231265, 231266, 231267;Default;grouped;base;Malu;Malu;Malu;Malu;Malu;Malu;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;to be determined;copper; 23126301.jpg; 23126301.jpg; 23126301.jpg
malu_500_160_110030306030; 231268, 231269;Default;grouped;base;Malu;Malu;Malu;Malu;Malu;Malu;Shop/Home accessories/Room accents/Decorative objects;Mica Decorations;to be determined;copper; 23126801.jpg; 23126801.jpg; 23126801.jpg
manc_93_120_110030306030; 139341, 139342;Default;grouped;base;Mancha;Mancha;Mancha;Mancha;Mancha;Mancha;Shop/Home accessories/Room accents/Decorative objects;Casa Vivante;home deco;brown; 13934101.jpg; 13934101.jpg; 13934101.jpg
manhattan_163_180_110030306038; 1023090, 1023101;Default;grouped;base;Manhattan;Manhattan;Manhattan;Manhattan;Manhattan;Manhattan;Shop/Home accessories/Room accents/Room accents others;Mica Decorations;bowl;transparent; 102309001.jpg; 102309001.jpg; 102309001.jpg
manl_59_140_100030206021; 240452, 240453, 240454;Default;grouped;base;Manuel;Manuel;Manuel;Manuel;Manuel;Manuel;Shop/Pottery & glassware/Glassware/Glass bottles;Mica Decorations;bottle;silver; 24045201.jpg; 24045201.jpg; 24045201.jpg
manl_59_160_100030206021;240459;Default;grouped;base;Manuel;Manuel;Manuel;Manuel;Manuel;Manuel;Shop/Pottery & glassware/Glassware/Glass bottles;Mica Decorations;bottle;copper; 24045901.jpg; 24045901.jpg; 24045901.jpg
mano_500_122_110030306030;1003233;Default;grouped;base;Mano;Mano;Mano;Mano;Mano;Mano;Shop/Home accessories/Room accents/Decorative objects;House of Seasons;to be determined;d.brown; 100323301.jpg; 100323301.jpg; 100323301.jpg
mapl_500_50_120031006100;1016274;Default;grouped;base;Maple leaf;Maple leaf;Maple leaf;Maple leaf;Maple leaf;Maple leaf;Shop/Artificial flowers & plants/Plants/Hanging plants;Mica Decorations;to be determined;orange; 101627401.jpg; 101627401.jpg; 101627401.jpg
marakesh_500_10_110030306030; 1039387, 1039388, 1039389;Default;grouped;base;Marakesh;Marakesh;Marakesh;Marakesh;Marakesh;Marakesh;Shop/Home accessories/Room accents/Decorative objects;Mica Decorations;to be determined;white; 103938701.jpg; 103938701.jpg; 103938701.jpg
marakesh_500_100_110030306030; 1039396, 1039397, 1039398;Default;grouped;base;Marakesh;Marakesh;Marakesh;Marakesh;Marakesh;Marakesh;Shop/Home accessories/Room accents/Decorative objects;Mica Decorations;to be determined;pink; 103939601.jpg; 103939601.jpg; 103939601.jpg
marakesh_500_30_110030306030; 1039390, 1039391, 1039392;Default;grouped;base;Marakesh;Marakesh;Marakesh;Marakesh;Marakesh;Marakesh;Shop/Home accessories/Room accents/Decorative objects;Mica Decorations;to be determined;black; 103939001.jpg; 103939001.jpg; 103939001.jpg
marcena_500_13_110030806081; 1020337, 1020338;Default;grouped;base;Marcena;Marcena;Marcena;Marcena;Marcena;Marcena;Shop/Home accessories/Home textiles/Pillows;Casa Vivante;to be determined;off white; 102033701.jpg; 102033701.jpg; 102033701.jpg
marcena_500_13_110030806083;1020339;Default;grouped;base;Marcena;Marcena;Marcena;Marcena;Marcena;Marcena;Shop/Home accessories/Home textiles/Home textiles others;Casa Vivante;to be determined;off white; 102033901.jpg; 102033901.jpg; 102033901.jpg
marcena_500_60_110030806081; 1008943, 1020334, 1020341;Default;grouped;base;Marcena;Marcena;Marcena;Marcena;Marcena;Marcena;Shop/Home accessories/Home textiles/Pillows;Casa Vivante;to be determined;yellow; 100894301.jpg; 100894301.jpg; 100894301.jpg
marcena_500_60_110030806083; 1020335, 1020342, 1020343;Default;grouped;base;Marcena;Marcena;Marcena;Marcena;Marcena;Marcena;Shop/Home accessories/Home textiles/Home textiles others;Casa Vivante;to be determined;yellow; 102033501.jpg; 102033501.jpg; 102033501.jpg
marcy_180_180_100030206021; 1019262, 1019263, 1019264;Default;grouped;base;Marcy;Marcy;Marcy;Marcy;Marcy;Marcy;Shop/Pottery & glassware/Glassware/Glass bottles;Mica Decorations;vase;transparent; 101926201.jpg; 101926201.jpg; 101926201.jpg
marley_500_10_110030306034;1003898;Default;grouped;base;Marley;Marley;Marley;Marley;Marley;Marley;Shop/Home accessories/Room accents/Lanterns & hurricane lights;Mica Decorations;to be determined;white; 100389801.jpg; 100389801.jpg; 100389801.jpg
marley_500_10_110030306035;1003892;Default;grouped;base;Marley;Marley;Marley;Marley;Marley;Marley;Shop/Home accessories/Room accents/Candles & candle holders;Mica Decorations;to be determined;white; 100389201.jpg; 100389201.jpg; 100389201.jpg
marley_500_30_110030306034;1003901;Default;grouped;base;Marley;Marley;Marley;Marley;Marley;Marley;Shop/Home accessories/Room accents/Lanterns & hurricane lights;Mica Decorations;to be determined;black; 100390101.jpg; 100390101.jpg; 100390101.jpg
marley_500_30_110030306035;1003895;Default;grouped;base;Marley;Marley;Marley;Marley;Marley;Marley;Shop/Home accessories/Room accents/Candles & candle holders;Mica Decorations;to be determined;black; 100389501.jpg; 100389501.jpg; 100389501.jpg
marnix_151_54_100030006000;1023993;Default;grouped;base;Marnix;Marnix;Marnix;Marnix;Marnix;Marnix;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;pot;terra; 102399301.jpg; 102399301.jpg; 102399301.jpg
martin_151_160_100030106010;1019363;Default;grouped;base;Martin;Martin;Martin;Martin;Martin;Martin;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots;Mica Decorations;pot;copper; 101936301.jpg; 101936301.jpg; 101936301.jpg
martin_151_23_100030106010;1019356;Default;grouped;base;Martin;Martin;Martin;Martin;Martin;Martin;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots;Mica Decorations;pot;anthracite; 101935601.jpg; 101935601.jpg; 101935601.jpg
martini_180_180_100030206020; 1007040, 1007041, 1007042, 1051194;Default;grouped;base;Martini;Martini;Martini;Martini;Martini;Martini;Shop/Pottery & glassware/Glassware/Glass vases;Mica Decorations;vase;transparent; 100704001.jpg; 100704001.jpg; 100704001.jpg
martone_500_20_110030306030; 1035138, 1035139;Default;grouped;base;Martone;Martone;Martone;Martone;Martone;Martone;Shop/Home accessories/Room accents/Decorative objects;Casa Vivante;to be determined;grey; 103513801.jpg; 103513801.jpg; 103513801.jpg
marv_189_81_110030306034; 224920-01;Default;grouped;base;Marvel;Marvel;Marvel;Marvel;Marvel;Marvel;Shop/Home accessories/Room accents/Lanterns & hurricane lights;Mica Decorations;hurricane light;l.green; 224920-0101.jpg; 224920-0101.jpg; 224920-0101.jpg
marv_500_20_110030306034;121703;Default;grouped;base;Marvel;Marvel;Marvel;Marvel;Marvel;Marvel;Shop/Home accessories/Room accents/Lanterns & hurricane lights;Mica Decorations;to be determined;grey; 12170301.jpg; 12170301.jpg; 12170301.jpg
mathew_151_180_100030206020; 1018679, 1018680;Default;grouped;base;Mathew;Mathew;Mathew;Mathew;Mathew;Mathew;Shop/Pottery & glassware/Glassware/Glass vases;Mica Decorations;pot;transparent; 101867901.jpg; 101867901.jpg; 101867901.jpg
mathew_163_180_100030206026; 1018681, 1041873;Default;grouped;base;Mathew;Mathew;Mathew;Mathew;Mathew;Mathew;Shop/Pottery & glassware/Glassware/Glassware others;Mica Decorations;bowl;transparent; 101868101.jpg; 101868101.jpg; 101868101.jpg
mathew_180_180_100030206020; 1007013, 1007014, 1007015, 1011020, 1018682, 1018683, 1018684;Default;grouped;base;Mathew;Mathew;Mathew;Mathew;Mathew;Mathew;Shop/Pottery & glassware/Glassware/Glass vases;Mica Decorations;vase;transparent; 100701301.jpg; 100701301.jpg; 100701301.jpg
matt_500_10_100030206025; 1009858, 1009860;Default;grouped;base;Matt;Matt;Matt;Matt;Matt;Matt;Shop/Pottery & glassware/Glassware/Glass single flower vases;Mica Decorations;to be determined;white; 100985801.jpg; 100985801.jpg; 100985801.jpg
matt_500_20_100030206025; 1009861, 1009863;Default;grouped;base;Matt;Matt;Matt;Matt;Matt;Matt;Shop/Pottery & glassware/Glassware/Glass single flower vases;Mica Decorations;to be determined;grey; 100986101.jpg; 100986101.jpg; 100986101.jpg
mauro_151_140_100030006000; 1043001, 1043002;Default;grouped;base;Mauro;Mauro;Mauro;Mauro;Mauro;Mauro;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;pot;silver; 104300101.jpg; 104300101.jpg; 104300101.jpg
mauro_151_142_100030006000;1043008;Default;grouped;base;Mauro;Mauro;Mauro;Mauro;Mauro;Mauro;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;pot;d.silver; 104300801.jpg; 104300801.jpg; 104300801.jpg
mauro_163_142_100030006002;1043012;Default;grouped;base;Mauro;Mauro;Mauro;Mauro;Mauro;Mauro;Shop/Pottery & glassware/Indoor pottery/Indoor bowls;Mica Decorations;bowl;d.silver; 104301201.jpg; 104301201.jpg; 104301201.jpg
mauro_180_140_100030006001;1043004;Default;grouped;base;Mauro;Mauro;Mauro;Mauro;Mauro;Mauro;Shop/Pottery & glassware/Indoor pottery/Indoor vases;Mica Decorations;vase;silver; 104300401.jpg; 104300401.jpg; 104300401.jpg
mauro_180_142_100030006001;1043011;Default;grouped;base;Mauro;Mauro;Mauro;Mauro;Mauro;Mauro;Shop/Pottery & glassware/Indoor pottery/Indoor vases;Mica Decorations;vase;d.silver; 104301101.jpg; 104301101.jpg; 104301101.jpg
maxm_151_143_100030006000; 1043189, 1043190;Default;grouped;base;Maxim;Maxim;Maxim;Maxim;Maxim;Maxim;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;pot;platinum; 104318901.jpg; 104318901.jpg; 104318901.jpg
maxm_151_21_100030006000; 1043186, 148792, 148793;Default;grouped;base;Maxim;Maxim;Maxim;Maxim;Maxim;Maxim;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;pot;l.grey; 104318601.jpg; 104318601.jpg; 104318601.jpg
maxm_180_21_100030006001; 148796, 148797;Default;grouped;base;Maxim;Maxim;Maxim;Maxim;Maxim;Maxim;Shop/Pottery & glassware/Indoor pottery/Indoor vases;Mica Decorations;vase;l.grey; 14879601.jpg; 14879601.jpg; 14879601.jpg
maywood_500_80_150032006200;1028994;Default;grouped;base;Maywood;Maywood;Maywood;Maywood;Maywood;Maywood;Shop/Artificial Christmas trees & wreaths/Artificial Christmas trees/Christmas trees;Black Box Trees;to be determined;green; 102899401.jpg; 102899401.jpg; 102899401.jpg
medford_500_80_150032006200; 1028867, 1028869, 1028870;Default;grouped;base;Medford;Medford;Medford;Medford;Medford;Medford;Shop/Artificial Christmas trees & wreaths/Artificial Christmas trees/Christmas trees;Black Box Trees;to be determined;green; 102886701.jpg; 102886701.jpg; 102886701.jpg
megs_500_30_110030606061;231017;Default;grouped;base;Megsi;Megsi;Megsi;Megsi;Megsi;Megsi;Shop/Home accessories/Organization/Baskets;Casa Vivante;to be determined;black; 23101701.jpg; 23101701.jpg; 23101701.jpg
meia_500_10_110030506037;1039591;Default;grouped;base;Meia;Meia;Meia;Meia;Meia;Meia;Shop/Home accessories/Small furniture/Plant supports;Mica Decorations;to be determined;white; 103959101.jpg; 103959101.jpg; 103959101.jpg
meia_500_100_110030506037;1039582;Default;grouped;base;Meia;Meia;Meia;Meia;Meia;Meia;Shop/Home accessories/Small furniture/Plant supports;Mica Decorations;to be determined;pink; 103958201.jpg; 103958201.jpg; 103958201.jpg
meia_500_30_110030506037;1039580;Default;grouped;base;Meia;Meia;Meia;Meia;Meia;Meia;Shop/Home accessories/Small furniture/Plant supports;Mica Decorations;to be determined;black; 103958001.jpg; 103958001.jpg; 103958001.jpg
meia_500_80_110030506037;1039581;Default;grouped;base;Meia;Meia;Meia;Meia;Meia;Meia;Shop/Home accessories/Small furniture/Plant supports;Mica Decorations;to be determined;green; 103958101.jpg; 103958101.jpg; 103958101.jpg
mesa_180_120_100030206021;1026932;Default;grouped;base;Mesa;Mesa;Mesa;Mesa;Mesa;Mesa;Shop/Pottery & glassware/Glassware/Glass bottles;Mica Decorations;vase;brown; 102693201.jpg; 102693201.jpg; 102693201.jpg
mesa_180_180_100030206021;1026927;Default;grouped;base;Mesa;Mesa;Mesa;Mesa;Mesa;Mesa;Shop/Pottery & glassware/Glassware/Glass bottles;Mica Decorations;vase;transparent; 102692701.jpg; 102692701.jpg; 102692701.jpg
mesa_180_80_100030206021; 1026929, 1026930;Default;grouped;base;Mesa;Mesa;Mesa;Mesa;Mesa;Mesa;Shop/Pottery & glassware/Glassware/Glass bottles;Mica Decorations;vase;green; 102692901.jpg; 102692901.jpg; 102692901.jpg
mgno_124_10_120030906090; 1005579, 1005582, 1005585, 1009100, 1009102, 1040571;Default;grouped;base;Magnolia;Magnolia;Magnolia;Magnolia;Magnolia;Magnolia;Shop/Artificial flowers & plants/Flowers & bouquets/Stem flowers;Mica Decorations;magnolia;white; 100557901.jpg; 100557901.jpg; 100557901.jpg
mgno_124_10_120031106110;1028002;Default;grouped;base;Magnolia;Magnolia;Magnolia;Magnolia;Magnolia;Magnolia;Shop/Artificial flowers & plants/Trees/Flowering trees;Mica Decorations;magnolia;white; 102800201.jpg; 102800201.jpg; 102800201.jpg
mgno_124_100_120030906090; 1005580, 1005583, 1009099, 1009101, 1009103, 1009105, 1009107, 1011206, 1040569;Default;grouped;base;Magnolia;Magnolia;Magnolia;Magnolia;Magnolia;Magnolia;Shop/Artificial flowers & plants/Flowers & bouquets/Stem flowers;Mica Decorations;magnolia;pink; 100558001.jpg; 100558001.jpg; 100558001.jpg
mgno_124_100_120030906090; 1005580, 1005583, 1009099, 1009101, 1009103, 1009105, 1009107, 1011206, 1040569;Default;grouped;base;Magnolia;Magnolia;Magnolia;Magnolia;Magnolia;Magnolia;Shop/Artificial flowers & plants/Flowers & bouquets/Stem flowers;Casa Vivante;magnolia;pink; 100558001.jpg; 100558001.jpg; 100558001.jpg
mgno_124_100_120031106110; 1040533, 1040535;Default;grouped;base;Magnolia;Magnolia;Magnolia;Magnolia;Magnolia;Magnolia;Shop/Artificial flowers & plants/Trees/Flowering trees;Mica Decorations;magnolia;pink; 104053301.jpg; 104053301.jpg; 104053301.jpg
mgno_124_101_120030906090; 1005581, 1005584, 1005587;Default;grouped;base;Magnolia;Magnolia;Magnolia;Magnolia;Magnolia;Magnolia;Shop/Artificial flowers & plants/Flowers & bouquets/Stem flowers;Mica Decorations;magnolia;l.pink; 100558101.jpg; 100558101.jpg; 100558101.jpg
mgno_124_102_120030906090; 1011204, 1026665, 1026666;Default;grouped;base;Magnolia;Magnolia;Magnolia;Magnolia;Magnolia;Magnolia;Shop/Artificial flowers & plants/Flowers & bouquets/Stem flowers;Mica Decorations;magnolia;d.pink; 101120401.jpg; 101120401.jpg; 101120401.jpg
mgno_124_120_120030906090; 1040577, 1040578;Default;grouped;base;Magnolia;Magnolia;Magnolia;Magnolia;Magnolia;Magnolia;Shop/Artificial flowers & plants/Flowers & bouquets/Stem flowers;Mica Decorations;magnolia;brown; 104057701.jpg; 104057701.jpg; 104057701.jpg
mgno_124_14_120030906090; 1009104, 1009106, 1040570;Default;grouped;base;Magnolia;Magnolia;Magnolia;Magnolia;Magnolia;Magnolia;Shop/Artificial flowers & plants/Flowers & bouquets/Stem flowers;Casa Vivante;magnolia;cream; 100910401.jpg; 100910401.jpg; 100910401.jpg
mgno_124_14_120030906090; 1009104, 1009106, 1040570;Default;grouped;base;Magnolia;Magnolia;Magnolia;Magnolia;Magnolia;Magnolia;Shop/Artificial flowers & plants/Flowers & bouquets/Stem flowers;Mica Decorations;magnolia;cream; 100910401.jpg; 100910401.jpg; 100910401.jpg
mgno_124_80_120030906090; 1005588, 1005589;Default;grouped;base;Magnolia;Magnolia;Magnolia;Magnolia;Magnolia;Magnolia;Shop/Artificial flowers & plants/Flowers & bouquets/Stem flowers;Mica Decorations;magnolia;green; 100558801.jpg; 100558801.jpg; 100558801.jpg
