sku;grouped_skus;attribute_set_code;type;product_websites;name;meta_title;meta_description;description;short_description;ed_model;categories;ed_brand;ed_type;ed_color;image;small_image;thumbnail
gerb_68_40_120031006101;949321;Default;grouped;base;Gerbera;Gerbera;Gerbera;Gerbera;Gerbera;Gerbera;Shop/Artificial flowers & plants/Plants/Flowering plants;Mica Decorations;gerbera;red; 94932101.jpg; 94932101.jpg; 94932101.jpg
gerb_68_50_120031006101;949322;Default;grouped;base;Gerbera;Gerbera;Gerbera;Gerbera;Gerbera;Gerbera;Shop/Artificial flowers & plants/Plants/Flowering plants;Mica Decorations;gerbera;orange; 94932201.jpg; 94932201.jpg; 94932201.jpg
gerb_68_60_120031006101;949323;Default;grouped;base;Gerbera;Gerbera;Gerbera;Gerbera;Gerbera;Gerbera;Shop/Artificial flowers & plants/Plants/Flowering plants;Mica Decorations;gerbera;yellow; 94932301.jpg; 94932301.jpg; 94932301.jpg
ghit_180_10_100030006004; 1005320, 1005321;Default;grouped;base;Ghita;Ghita;Ghita;Ghita;Ghita;Ghita;Shop/Pottery & glassware/Indoor pottery/Indoor bottles & jugs;Casa Vivante;vase;white; 100532001.jpg; 100532001.jpg; 100532001.jpg
gianni_151_120_100030006007;1037786;Default;grouped;base;Gianni;Gianni;Gianni;Gianni;Gianni;Gianni;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;Mica Decorations;pot;brown; 103778601.jpg; 103778601.jpg; 103778601.jpg
gianni_151_20_100030006007; 1037787, 1037790;Default;grouped;base;Gianni;Gianni;Gianni;Gianni;Gianni;Gianni;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;Mica Decorations;pot;grey; 103778701.jpg; 103778701.jpg; 103778701.jpg
ginger_500_30_110030306031;1040825;Default;grouped;base;Ginger;Ginger;Ginger;Ginger;Ginger;Ginger;Shop/Home accessories/Room accents/Frames & mirrors;Mica Decorations;to be determined;black; 104082501.jpg; 104082501.jpg; 104082501.jpg
ginosa_500_130_110030406046; 1029944, 1029945;Default;grouped;base;Ginosa;Ginosa;Ginosa;Ginosa;Ginosa;Ginosa;Shop/Home accessories/Lamps & lighting/Lamps & lighting others;Casa Vivante;to be determined;gold; 102994401.jpg; 102994401.jpg; 102994401.jpg
ginosa_500_20_110030406046;1029946;Default;grouped;base;Ginosa;Ginosa;Ginosa;Ginosa;Ginosa;Ginosa;Shop/Home accessories/Lamps & lighting/Lamps & lighting others;Casa Vivante;to be determined;grey; 102994601.jpg; 102994601.jpg; 102994601.jpg
giovanni_500_150_110030306035;1020328;Default;grouped;base;Giovanni;Giovanni;Giovanni;Giovanni;Giovanni;Giovanni;Shop/Home accessories/Room accents/Candles & candle holders;Casa Vivante;to be determined;bronze; 102032801.jpg; 102032801.jpg; 102032801.jpg
giovanni_500_20_110030306035;1020327;Default;grouped;base;Giovanni;Giovanni;Giovanni;Giovanni;Giovanni;Giovanni;Shop/Home accessories/Room accents/Candles & candle holders;Casa Vivante;to be determined;grey; 102032701.jpg; 102032701.jpg; 102032701.jpg
gips_519_14_120030906090;927320;Default;grouped;base;Gypsophila;Gypsophila;Gypsophila;Gypsophila;Gypsophila;Gypsophila;Shop/Artificial flowers & plants/Flowers & bouquets/Stem flowers;Mica Decorations;others;cream; 92732001.jpg; 92732001.jpg; 92732001.jpg
girl_179_110_120031006104;1021057;Default;grouped;base;Garland;Garland;Garland;Garland;Garland;Garland;Shop/Artificial flowers & plants/Plants/Garlands;Mica Decorations;tradescantia;purple; 102105701.jpg; 102105701.jpg; 102105701.jpg
girl_179_80_120031006104;1021056;Default;grouped;base;Garland;Garland;Garland;Garland;Garland;Garland;Shop/Artificial flowers & plants/Plants/Garlands;Mica Decorations;tradescantia;green; 102105601.jpg; 102105601.jpg; 102105601.jpg
girl_500_130_120031056252;1030056;Default;grouped;base;Garland;Garland;Garland;Garland;Garland;Garland;Shop/Artificial flowers & plants/Seasonal flowers & plants/Seasonal wreaths & garlands;House of Seasons;to be determined;gold; 103005601.jpg; 103005601.jpg; 103005601.jpg
girl_500_211_120031056253;1030022;Default;grouped;base;Garland;Garland;Garland;Garland;Garland;Garland;Shop/Artificial flowers & plants/Seasonal flowers & plants/Seasonal pine & berries;House of Seasons;to be determined;flocked; 103002201.jpg; 103002201.jpg; 103002201.jpg
girl_500_40_120031056252;1021035;Default;grouped;base;Garland;Garland;Garland;Garland;Garland;Garland;Shop/Artificial flowers & plants/Seasonal flowers & plants/Seasonal wreaths & garlands;Mica Decorations;to be determined;red; 102103501.jpg; 102103501.jpg; 102103501.jpg
girl_500_50_120031006104; 1021059, 1021062;Default;grouped;base;Garland;Garland;Garland;Garland;Garland;Garland;Shop/Artificial flowers & plants/Plants/Garlands;Mica Decorations;to be determined;orange; 102105901.jpg; 102105901.jpg; 102105901.jpg
girl_500_60_120031006104;1005481;Default;grouped;base;Garland;Garland;Garland;Garland;Garland;Garland;Shop/Artificial flowers & plants/Plants/Garlands;Mica Decorations;to be determined;yellow; 100548101.jpg; 100548101.jpg; 100548101.jpg
girl_500_80_120031056252; 1016385, 1030040;Default;grouped;base;Garland;Garland;Garland;Garland;Garland;Garland;Shop/Artificial flowers & plants/Seasonal flowers & plants/Seasonal wreaths & garlands;Christmas House;to be determined;green; 101638501.jpg; 101638501.jpg; 101638501.jpg
girl_500_80_120031056252; 1016385, 1030040;Default;grouped;base;Garland;Garland;Garland;Garland;Garland;Garland;Shop/Artificial flowers & plants/Seasonal flowers & plants/Seasonal wreaths & garlands;House of Seasons;to be determined;green; 101638501.jpg; 101638501.jpg; 101638501.jpg
girl_779_80_120031006104;1021126;Default;grouped;base;Garland;Garland;Garland;Garland;Garland;Garland;Shop/Artificial flowers & plants/Plants/Garlands;Mica Decorations;garland;green; 102112601.jpg; 102112601.jpg; 102112601.jpg
girl_87_212_120031006104;1021148;Default;grouped;base;Garland;Garland;Garland;Garland;Garland;Garland;Shop/Artificial flowers & plants/Plants/Garlands;Mica Decorations;hedera;variegated; 102114801.jpg; 102114801.jpg; 102114801.jpg
girl_87_80_120031006104;1021054;Default;grouped;base;Garland;Garland;Garland;Garland;Garland;Garland;Shop/Artificial flowers & plants/Plants/Garlands;Mica Decorations;hedera;green; 102105401.jpg; 102105401.jpg; 102105401.jpg
giro_500_130_110030306036; 1008354, 1008355, 1008356;Default;grouped;base;Girona;Girona;Girona;Girona;Girona;Girona;Shop/Home accessories/Room accents/Tiered stands & plates;Casa Vivante;to be determined;gold; 100835401.jpg; 100835401.jpg; 100835401.jpg
giro_500_140_110030306036;1008357;Default;grouped;base;Girona;Girona;Girona;Girona;Girona;Girona;Shop/Home accessories/Room accents/Tiered stands & plates;Casa Vivante;to be determined;silver; 100835701.jpg; 100835701.jpg; 100835701.jpg
giro_500_160_110030306036; 1008350, 1008351, 1008352;Default;grouped;base;Girona;Girona;Girona;Girona;Girona;Girona;Shop/Home accessories/Room accents/Tiered stands & plates;Casa Vivante;to be determined;copper; 100835001.jpg; 100835001.jpg; 100835001.jpg
glendon_500_80_150032006202; 1015810, 1015811, 1015820;Default;grouped;base;Glendon;Glendon;Glendon;Glendon;Glendon;Glendon;Shop/Artificial Christmas trees & wreaths/Artificial Christmas trees/Christmas tree burlap/potted;Black Box Trees;to be determined;green; 101581001.jpg; 101581001.jpg; 101581001.jpg
glendon_500_80_150032106210; 1015804, 1015805, 1015806, 1015814, 1015815, 1015816;Default;grouped;base;Glendon;Glendon;Glendon;Glendon;Glendon;Glendon;Shop/Artificial Christmas trees & wreaths/Artificial Christmas wreaths & garlands/Chrismas wreaths;Black Box Trees;to be determined;green; 101580401.jpg; 101580401.jpg; 101580401.jpg
glendon_500_80_150032106211; 1015807, 1015808, 1015817, 1015818;Default;grouped;base;Glendon;Glendon;Glendon;Glendon;Glendon;Glendon;Shop/Artificial Christmas trees & wreaths/Artificial Christmas wreaths & garlands/Garlands & swags;Black Box Trees;to be determined;green; 101580701.jpg; 101580701.jpg; 101580701.jpg
globe l_559_130_110030406044;1023606;Default;grouped;base;Globe L;Globe L;Globe L;Globe L;Globe L;Globe L;Shop/Home accessories/Lamps & lighting/Lamp bulbs;Mica Decorations;bulbs;gold; 102360601.jpg; 102360601.jpg; 102360601.jpg
globe l_559_182_110030406044;1023607;Default;grouped;base;Globe L;Globe L;Globe L;Globe L;Globe L;Globe L;Shop/Home accessories/Lamps & lighting/Lamp bulbs;Mica Decorations;bulbs;clear; 102360701.jpg; 102360701.jpg; 102360701.jpg
globe xl_559_130_110030406044;1023610;Default;grouped;base;Globe XL;Globe XL;Globe XL;Globe XL;Globe XL;Globe XL;Shop/Home accessories/Lamps & lighting/Lamp bulbs;Mica Decorations;bulbs;gold; 102361001.jpg; 102361001.jpg; 102361001.jpg
globe xl_559_182_110030406044;1023611;Default;grouped;base;Globe XL;Globe XL;Globe XL;Globe XL;Globe XL;Globe XL;Shop/Home accessories/Lamps & lighting/Lamp bulbs;Mica Decorations;bulbs;clear; 102361101.jpg; 102361101.jpg; 102361101.jpg
gna_180_180_100030206021; 242760, 242761, 242762;Default;grouped;base;Gina;Gina;Gina;Gina;Gina;Gina;Shop/Pottery & glassware/Glassware/Glass bottles;Mica Decorations;vase;transparent; 24276001.jpg; 24276001.jpg; 24276001.jpg
gna_180_180_100030206025;242756;Default;grouped;base;Gina;Gina;Gina;Gina;Gina;Gina;Shop/Pottery & glassware/Glassware/Glass single flower vases;Mica Decorations;vase;transparent; 24275601.jpg; 24275601.jpg; 24275601.jpg
goa_125_30_130031406143; 1005850, 1005853;Default;grouped;base;Goa;Goa;Goa;Goa;Goa;Goa;Shop/Spring & outdoor decoration/Outdoor decorations/Outdoor baskets;Mica Decorations;basket;black; 100585001.jpg; 100585001.jpg; 100585001.jpg
goa_516_30_110030506052; 1005856, 1005859;Default;grouped;base;Goa;Goa;Goa;Goa;Goa;Goa;Shop/Home accessories/Small furniture/Tables;Mica Decorations;table;black; 100585601.jpg; 100585601.jpg; 100585601.jpg
gond_500_140_110030306036;1008359;Default;grouped;base;Gonda;Gonda;Gonda;Gonda;Gonda;Gonda;Shop/Home accessories/Room accents/Tiered stands & plates;Casa Vivante;to be determined;silver; 100835901.jpg; 100835901.jpg; 100835901.jpg
gourdon_500_10_110030606060;1040787;Default;grouped;base;Gourdon;Gourdon;Gourdon;Gourdon;Gourdon;Gourdon;Shop/Home accessories/Organization/Storageboxes;Mica Decorations;to be determined;white; 104078701.jpg; 104078701.jpg; 104078701.jpg
gourdon_500_30_110030606060; 1040784, 1040786;Default;grouped;base;Gourdon;Gourdon;Gourdon;Gourdon;Gourdon;Gourdon;Shop/Home accessories/Organization/Storageboxes;Mica Decorations;to be determined;black; 104078401.jpg; 104078401.jpg; 104078401.jpg
gracie_151_80_100030006000;1036056;Default;grouped;base;Gracie;Gracie;Gracie;Gracie;Gracie;Gracie;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;pot;green; 103605601.jpg; 103605601.jpg; 103605601.jpg
gran_115_11_110030306034; 133513, 133514;Default;grouped;base;Granada;Granada;Granada;Granada;Granada;Granada;Shop/Home accessories/Room accents/Lanterns & hurricane lights;Mica Decorations;lantern;white wash; 13351301.jpg; 13351301.jpg; 13351301.jpg
gran_115_140_110030306034; 133306, 133307;Default;grouped;base;Granada;Granada;Granada;Granada;Granada;Granada;Shop/Home accessories/Room accents/Lanterns & hurricane lights;Mica Decorations;lantern;silver; 13330601.jpg; 13330601.jpg; 13330601.jpg
gran_115_30_110030306034;133309;Default;grouped;base;Granada;Granada;Granada;Granada;Granada;Granada;Shop/Home accessories/Room accents/Lanterns & hurricane lights;Mica Decorations;lantern;black; 13330901.jpg; 13330901.jpg; 13330901.jpg
gras_500_91_120031006112;1040484;Default;grouped;base;Grass;Grass;Grass;Grass;Grass;Grass;Shop/Artificial flowers & plants/Plants/Grasses;House of Seasons;to be determined;l.blue; 104048401.jpg; 104048401.jpg; 104048401.jpg
gras_519_80_120031006112; 930582, 930586, 930587, 930591;Default;grouped;base;Grass;Grass;Grass;Grass;Grass;Grass;Shop/Artificial flowers & plants/Plants/Grasses;Mica Decorations;others;green; 93058201.jpg; 93058201.jpg; 93058201.jpg
gras_75_110_120031006112;1005554;Default;grouped;base;Grass;Grass;Grass;Grass;Grass;Grass;Shop/Artificial flowers & plants/Plants/Grasses;Mica Decorations;grass;purple; 100555401.jpg; 100555401.jpg; 100555401.jpg
gras_75_111_120031006112;1040663;Default;grouped;base;Grass;Grass;Grass;Grass;Grass;Grass;Shop/Artificial flowers & plants/Plants/Grasses;Mica Decorations;grass;l.purple; 104066301.jpg; 104066301.jpg; 104066301.jpg
gras_75_80_120031006112; 1005418, 1005548, 1005549, 1005552;Default;grouped;base;Grass;Grass;Grass;Grass;Grass;Grass;Shop/Artificial flowers & plants/Plants/Grasses;Mica Decorations;grass;green; 100541801.jpg; 100541801.jpg; 100541801.jpg
gras_75_81_120031006112; 1005536, 1005537, 1005538, 1005539, 1005551;Default;grouped;base;Grass;Grass;Grass;Grass;Grass;Grass;Shop/Artificial flowers & plants/Plants/Grasses;Mica Decorations;grass;l.green; 100553601.jpg; 100553601.jpg; 100553601.jpg
gras_75_91_120031006112;1040485;Default;grouped;base;Grass;Grass;Grass;Grass;Grass;Grass;Shop/Artificial flowers & plants/Plants/Grasses;House of Seasons;grass;l.blue; 104048501.jpg; 104048501.jpg; 104048501.jpg
graz_186_122_110030306035;134280;Default;grouped;base;Grazia;Grazia;Grazia;Grazia;Grazia;Grazia;Shop/Home accessories/Room accents/Candles & candle holders;Casa Vivante;wax holder;d.brown; 13428001.jpg; 13428001.jpg; 13428001.jpg
graz_189_160_110030306034; 134351, 139207;Default;grouped;base;Grazia;Grazia;Grazia;Grazia;Grazia;Grazia;Shop/Home accessories/Room accents/Lanterns & hurricane lights;Casa Vivante;hurricane light;copper; 13435101.jpg; 13435101.jpg; 13435101.jpg
graz_189_22_110030306034;139201;Default;grouped;base;Grazia;Grazia;Grazia;Grazia;Grazia;Grazia;Shop/Home accessories/Room accents/Lanterns & hurricane lights;Casa Vivante;hurricane light;d.grey; 13920101.jpg; 13920101.jpg; 13920101.jpg
graz_209_160_110030606060; 139210, 139211, 139212, 139213;Default;grouped;base;Grazia;Grazia;Grazia;Grazia;Grazia;Grazia;Shop/Home accessories/Organization/Storageboxes;Casa Vivante;vase;copper; 13921001.jpg; 13921001.jpg; 13921001.jpg
graz_209_21_110030606060;138112;Default;grouped;base;Grazia;Grazia;Grazia;Grazia;Grazia;Grazia;Shop/Home accessories/Organization/Storageboxes;Casa Vivante;vase;l.grey; 13811201.jpg; 13811201.jpg; 13811201.jpg
graz_209_22_110030606060; 139204, 139205;Default;grouped;base;Grazia;Grazia;Grazia;Grazia;Grazia;Grazia;Shop/Home accessories/Organization/Storageboxes;Casa Vivante;vase;d.grey; 13920401.jpg; 13920401.jpg; 13920401.jpg
graz_500_132_110030306031;1038977;Default;grouped;base;Grazia;Grazia;Grazia;Grazia;Grazia;Grazia;Shop/Home accessories/Room accents/Frames & mirrors;Casa Vivante;to be determined;d.gold; 103897701.jpg; 103897701.jpg; 103897701.jpg
graz_500_132_110030306034; 1008732, 1008733, 1008734;Default;grouped;base;Grazia;Grazia;Grazia;Grazia;Grazia;Grazia;Shop/Home accessories/Room accents/Lanterns & hurricane lights;Casa Vivante;to be determined;d.gold; 100873201.jpg; 100873201.jpg; 100873201.jpg
graz_500_132_110030606060; 1008711, 1008715, 1008716, 1039090;Default;grouped;base;Grazia;Grazia;Grazia;Grazia;Grazia;Grazia;Shop/Home accessories/Organization/Storageboxes;Casa Vivante;to be determined;d.gold; 100871101.jpg; 100871101.jpg; 100871101.jpg
graz_500_20_110030606060; 1020329, 1020330, 1020331;Default;grouped;base;Grazia;Grazia;Grazia;Grazia;Grazia;Grazia;Shop/Home accessories/Organization/Storageboxes;Casa Vivante;to be determined;grey; 102032901.jpg; 102032901.jpg; 102032901.jpg
grbu_519_80_120030906094; 937320, 937330;Default;grouped;base;Grass bundle;Grass bundle;Grass bundle;Grass bundle;Grass bundle;Grass bundle;Shop/Artificial flowers & plants/Flowers & bouquets/Branches;Mica Decorations;others;green; 93732001.jpg; 93732001.jpg; 93732001.jpg
greta_151_180_110030706076;1041632;Default;grouped;base;Greta;Greta;Greta;Greta;Greta;Greta;Shop/Home accessories/Tableware/Tableware others;House of Seasons;pot;transparent; 104163201.jpg; 104163201.jpg; 104163201.jpg
grimes_500_120_100030106011;1039733;Default;grouped;base;Grimes;Grimes;Grimes;Grimes;Grimes;Grimes;Shop/Pottery & glassware/Outdoor pottery/Outdoor lightweight pots;Mica Decorations;to be determined;brown; 103973301.jpg; 103973301.jpg; 103973301.jpg
grimes_500_120_130031506153;1039736;Default;grouped;base;Grimes;Grimes;Grimes;Grimes;Grimes;Grimes;Shop/Spring & outdoor decoration/Outdoor furniture/Outdoor furniture others;Mica Decorations;to be determined;brown; 103973601.jpg; 103973601.jpg; 103973601.jpg
grimes_500_20_100030106011;1039737;Default;grouped;base;Grimes;Grimes;Grimes;Grimes;Grimes;Grimes;Shop/Pottery & glassware/Outdoor pottery/Outdoor lightweight pots;Mica Decorations;to be determined;grey; 103973701.jpg; 103973701.jpg; 103973701.jpg
grimes_500_20_130031506153;1039740;Default;grouped;base;Grimes;Grimes;Grimes;Grimes;Grimes;Grimes;Shop/Spring & outdoor decoration/Outdoor furniture/Outdoor furniture others;Mica Decorations;to be determined;grey; 103974001.jpg; 103974001.jpg; 103974001.jpg
grip_75_190_120031006108;1011482;Default;grouped;base;Grass i-pot;Grass i-pot;Grass i-pot;Grass i-pot;Grass i-pot;Grass i-pot;Shop/Artificial flowers & plants/Plants/Plants displays;Mica Decorations;grass;mixed colours; 101148201.jpg; 101148201.jpg; 101148201.jpg
grip_75_190_120031106114;1044662;Default;grouped;base;Grass i-pot;Grass i-pot;Grass i-pot;Grass i-pot;Grass i-pot;Grass i-pot;Shop/Artificial flowers & plants/Trees/Trees displays;Mica Decorations;grass;mixed colours; 104466201.jpg; 104466201.jpg; 104466201.jpg
groove_500_30_130031406145;1039561;Default;grouped;base;Groove;Groove;Groove;Groove;Groove;Groove;Shop/Spring & outdoor decoration/Outdoor decorations/Outdoor plant supports;House of Seasons;to be determined;black; 103956101.jpg; 103956101.jpg; 103956101.jpg
guan_59_120_100030206021; 1027848, 1027849, 1027850;Default;grouped;base;Guan;Guan;Guan;Guan;Guan;Guan;Shop/Pottery & glassware/Glassware/Glass bottles;Mica Decorations;bottle;brown; 102784801.jpg; 102784801.jpg; 102784801.jpg
guan_59_140_100030206021;1006986;Default;grouped;base;Guan;Guan;Guan;Guan;Guan;Guan;Shop/Pottery & glassware/Glassware/Glass bottles;House of Seasons;bottle;silver; 100698601.jpg; 100698601.jpg; 100698601.jpg
guan_59_160_100030206021; 1041602, 1041604;Default;grouped;base;Guan;Guan;Guan;Guan;Guan;Guan;Shop/Pottery & glassware/Glassware/Glass bottles;Mica Decorations;bottle;copper; 104160201.jpg; 104160201.jpg; 104160201.jpg
guan_59_180_100030206021; 1001307, 147461, 147462, 147650, 147651;Default;grouped;base;Guan;Guan;Guan;Guan;Guan;Guan;Shop/Pottery & glassware/Glassware/Glass bottles;Mica Decorations;bottle;transparent; 100130701.jpg; 100130701.jpg; 100130701.jpg
guan_59_20_100030206021; 147658, 147659, 147660, 147661;Default;grouped;base;Guan;Guan;Guan;Guan;Guan;Guan;Shop/Pottery & glassware/Glassware/Glass bottles;Mica Decorations;bottle;grey; 14765801.jpg; 14765801.jpg; 14765801.jpg
guan_59_54_100030206021; 1041601, 1041603, 1041605;Default;grouped;base;Guan;Guan;Guan;Guan;Guan;Guan;Shop/Pottery & glassware/Glassware/Glass bottles;Mica Decorations;bottle;terra; 104160101.jpg; 104160101.jpg; 104160101.jpg
guan_59_80_100030206021;1027840;Default;grouped;base;Guan;Guan;Guan;Guan;Guan;Guan;Shop/Pottery & glassware/Glassware/Glass bottles;Mica Decorations;bottle;green; 102784001.jpg; 102784001.jpg; 102784001.jpg
guan_59_90_100030206021; 1006772, 1006773;Default;grouped;base;Guan;Guan;Guan;Guan;Guan;Guan;Shop/Pottery & glassware/Glassware/Glass bottles;Mica Decorations;bottle;blue; 100677201.jpg; 100677201.jpg; 100677201.jpg
guan_59_91_100030206021; 1001293, 1001294;Default;grouped;base;Guan;Guan;Guan;Guan;Guan;Guan;Shop/Pottery & glassware/Glassware/Glass bottles;Mica Decorations;bottle;l.blue; 100129301.jpg; 100129301.jpg; 100129301.jpg
guido_151_13_100030006000; 1042942, 1042943, 1042944;Default;grouped;base;Guido;Guido;Guido;Guido;Guido;Guido;Shop/Pottery & glassware/Indoor pottery/Indoor pots;Mica Decorations;pot;off white; 104294201.jpg; 104294201.jpg; 104294201.jpg
