sku;attribute_set_code;product_type;product_websites;name;meta_title;meta_description;description;short_description;categories;image;small_image;thumbnail;ed_brand;ed_type;ed_model;ed_essentials;price;length;width;height;diameter;weight;qty;min_sale_qty;ed_fmat;ed_fheig;ed_color;discount_percentage;config_size
134586;Default;Simple;base;S2 HURRICANE LIGHT STEPHANIE H31 D11.5 TRANSPARENT;S2 HURRICANE LIGHT STEPHANIE H31 D11.5 TRANSPARENT;S2 HURRICANE LIGHT STEPHANIE H31 D11.5 TRANSPARENT;STEPHANIE HURRICANE LIGHT SET OF 2;STEPHANIE HURRICANE LIGHT SET OF 2;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/13458601.jpg;/13458601.jpg;/13458601.jpg;Mica Decorations;hurricane light;Stephanie;No;0;NULL;NULL;31;11.5;0;276;6;glass;25 - 35 cm;transparent;0;H31.D11.5.
1041780;Default;Simple;base;Stan pot round grey basalt pdq - h9,5xd11,5cm;Stan pot round grey basalt pdq - h9,5xd11,5cm;Stan pot round grey basalt pdq - h9,5xd11,5cm;Stan pot round grey basalt pdq - h9,5xd11,5cm;Stan pot round grey basalt pdq - h9,5xd11,5cm;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots displays & mixpallets;/104178001.jpg;/104178001.jpg;/104178001.jpg;Mica Decorations;pot;Stan;No;0;NULL;NULL;9.5;11.5;0;0;640;terracotta;<10 cm;grey;0;H9.5.D11.5.
1049408;Default;Simple;base;Yoshe vase hanging l. green - h14xd8cm;Yoshe vase hanging l. green - h14xd8cm;Yoshe vase hanging l. green - h14xd8cm;Yoshe vase hanging l. green - h14xd8cm;Yoshe vase hanging l. green - h14xd8cm;Shop/Pottery & glassware/Indoor pottery/Indoor hanging pots;/104940801.jpg;/104940801.jpg;/104940801.jpg;Mica Decorations;to be determined;Yoshe;No;0;NULL;NULL;14;8;0;0;24;bamboo;12,5 - 15 cm;l.green;0;H14.D8.
1049925;Default;Simple;base;Coaster l. green - h1,5xd20cm;Coaster l. green - h1,5xd20cm;Coaster l. green - h1,5xd20cm;Coaster l. green - h1,5xd20cm;Coaster l. green - h1,5xd20cm;Shop/Home accessories/Tableware/Tableware accessoires;/104992501.jpg;/104992501.jpg;/104992501.jpg;Mica Decorations;to be determined;;No;0;NULL;NULL;1.5;20;0;0;30;maizeleaf;<10 cm;l.green;0;H1.5.D20.
1050044;Default;Simple;base;Havard hurricane light grey - h18xd15cm;Havard hurricane light grey - h18xd15cm;Havard hurricane light grey - h18xd15cm;Havard hurricane light grey - h18xd15cm;Havard hurricane light grey - h18xd15cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/105004401.jpg;/105004401.jpg;/105004401.jpg;Mica Decorations;to be determined;Havard;No;0;NULL;NULL;18;15;0;0;12;glass;15 - 20 cm;grey;0;H18.D15.
1050059;Default;Simple;base;Lombok pot hanging off white - h68xd18cm;Lombok pot hanging off white - h68xd18cm;Lombok pot hanging off white - h68xd18cm;Lombok pot hanging off white - h68xd18cm;Lombok pot hanging off white - h68xd18cm;Shop/Pottery & glassware/Indoor pottery/Indoor hanging pots;/105005901.jpg;/105005901.jpg;/105005901.jpg;Mica Decorations;to be determined;Lombok;No;0;NULL;NULL;68;18;0;0;12;cotton;60 - 90 cm;off white;0;H68.D18.
1050205;Default;Simple;base;Lorens hurricane light glass d. green - h19,5xd15cm;Lorens hurricane light glass d. green - h19,5xd15cm;Lorens hurricane light glass d. green - h19,5xd15cm;Lorens hurricane light glass d. green - h19,5xd15cm;Lorens hurricane light glass d. green - h19,5xd15cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/105020501.jpg;/105020501.jpg;/105020501.jpg;Mica Decorations;to be determined;Lorens;No;0;NULL;NULL;19.5;15;0;0;6;glass;15 - 20 cm;d.green;0;H19.5.D15.
1047316;Default;Simple;base;Chantel lantern d. green - h32xd21,5cm;Chantel lantern d. green - h32xd21,5cm;Chantel lantern d. green - h32xd21,5cm;Chantel lantern d. green - h32xd21,5cm;Chantel lantern d. green - h32xd21,5cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/104731601.jpg;/104731601.jpg;/104731601.jpg;Mica Decorations;to be determined;Chantel;No;0;NULL;NULL;32;21.5;0;0;2;ceramic;25 - 35 cm;d.green;0;H32.D21.5.
1047334;Default;Simple;base;Catrine pot round 4 assorted pdq - h14xd13cm;Catrine pot round 4 assorted pdq - h14xd13cm;Catrine pot round 4 assorted pdq - h14xd13cm;Catrine pot round 4 assorted pdq - h14xd13cm;Catrine pot round 4 assorted pdq - h14xd13cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/104733401.jpg;/104733401.jpg;/104733401.jpg;Mica Decorations;pot;Catrine;No;0;NULL;NULL;14;13;0;0;140;ceramic;12,5 - 15 cm;l.pink;0;H14.D13.
1047465;Default;Simple;base;Noah plate brown - h2xd21cm;Noah plate brown - h2xd21cm;Noah plate brown - h2xd21cm;Noah plate brown - h2xd21cm;Noah plate brown - h2xd21cm;Shop/Home accessories/Tableware/Plates;/104746501.jpg;/104746501.jpg;/104746501.jpg;Mica Decorations;to be determined;Noah;No;0;NULL;NULL;2;21;0;0;16;ceramic;<10 cm;brown;0;H2.D21.
1048238;Default;Simple;base;Mia coaster white black 4 pieces - d10cm;Mia coaster white black 4 pieces - d10cm;Mia coaster white black 4 pieces - d10cm;Mia coaster white black 4 pieces - d10cm;Mia coaster white black 4 pieces - d10cm;Shop/Home accessories/Tableware/Tableware accessoires;/104823801.jpg;/104823801.jpg;/104823801.jpg;Mica Decorations;to be determined;Mia;No;0;NULL;NULL;0.5;10;0;0;12;cork;<10 cm;white;0;H0.5.D10.
1048244;Default;Simple;base;Mia pan coaster white - d15cm;Mia pan coaster white - d15cm;Mia pan coaster white - d15cm;Mia pan coaster white - d15cm;Mia pan coaster white - d15cm;Shop/Home accessories/Tableware/Tableware accessoires;/104824401.jpg;/104824401.jpg;/104824401.jpg;Mica Decorations;to be determined;Mia;No;0;NULL;NULL;1;15;0;0;12;cork;<10 cm;white;0;H1.D15.
147500;Default;Simple;base;Dalio bowl round transparent - h10xd28cm;Dalio bowl round transparent - h10xd28cm;Dalio bowl round transparent - h10xd28cm;Dalio bowl round transparent - h10xd28cm;Dalio bowl round transparent - h10xd28cm;Shop/Pottery & glassware/Glassware/Glassware others;/14750001.jpg;/14750001.jpg;/14750001.jpg;Mica Decorations;bowl;Dalio;Yes;0;NULL;NULL;10;28;0;682;6;glass;10 - 12,5 cm;transparent;0;H10.D28.
1039484;Default;Simple;base;Atlantic basket hanging l. brown - h130xd25cm;Atlantic basket hanging l. brown - h130xd25cm;Atlantic basket hanging l. brown - h130xd25cm;Atlantic basket hanging l. brown - h130xd25cm;Atlantic basket hanging l. brown - h130xd25cm;Shop/Pottery & glassware/Indoor pottery/Indoor hanging pots;/103948401.jpg;/103948401.jpg;/103948401.jpg;Mica Decorations;to be determined;Atlantic;No;0;NULL;NULL;130;25;0;0;12;seagrass;130 - 170 cm;l.brown;0;H130.D25.
1039749;Default;Simple;base;Fonda hanging lamp black - h32xd35cm;Fonda hanging lamp black - h32xd35cm;Fonda hanging lamp black - h32xd35cm;Fonda hanging lamp black - h32xd35cm;Fonda hanging lamp black - h32xd35cm;Shop/Home accessories/Lamps & lighting/Ceiling lamps;/103974901.jpg;/103974901.jpg;/103974901.jpg;Mica Decorations;to be determined;Fonda;No;0;NULL;NULL;32;35;0;0;2;seagrass;25 - 35 cm;black;0;H32.D35.
1039777;Default;Simple;base;Pot cactus l. green green d. green 3 assorted - h9xd11cm;Pot cactus l. green green d. green 3 assorted - h9xd11cm;Pot cactus l. green green d. green 3 assorted - h9xd11cm;Pot cactus l. green green d. green 3 assorted - h9xd11cm;Pot cactus l. green green d. green 3 assorted - h9xd11cm;Shop/Pottery & glassware/Glassware/Glassware others;/103977701.jpg;/103977701.jpg;/103977701.jpg;Mica Decorations;to be determined;Home deco;No;0;NULL;NULL;9;11;0;0;36;glass;<10 cm;green;0;H9.D11.
1040867;Default;Simple;base;Coruna lantern black - h18,5xd13,5cm;Coruna lantern black - h18,5xd13,5cm;Coruna lantern black - h18,5xd13,5cm;Coruna lantern black - h18,5xd13,5cm;Coruna lantern black - h18,5xd13,5cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/104086701.jpg;/104086701.jpg;/104086701.jpg;Mica Decorations;to be determined;Coruna;No;0;NULL;NULL;18.5;13.5;0;480;8;iron;15 - 20 cm;black;0;H18.5.D13.5.
1019212;Default;Simple;base;Alma pot round mixpallet - h14xd14cm;Alma pot round mixpallet - h14xd14cm;Alma pot round mixpallet - h14xd14cm;Alma pot round mixpallet - h14xd14cm;Alma pot round mixpallet - h14xd14cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/101921201.jpg;/101921201.jpg;/101921201.jpg;Mica Decorations;pot;Alma;No;0;NULL;NULL;14;14;0;0;1;cement;12,5 - 15 cm;pink;0;H14.D14.
1027502;Default;Simple;base;Jonas pot round terra rust 2 assorted mixpallet - h45xd52cm;Jonas pot round terra rust 2 assorted mixpallet - h45xd52cm;Jonas pot round terra rust 2 assorted mixpallet - h45xd52cm;Jonas pot round terra rust 2 assorted mixpallet - h45xd52cm;Jonas pot round terra rust 2 assorted mixpallet - h45xd52cm;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots displays & mixpallets;/102750201.jpg;/102750201.jpg;/102750201.jpg;Mica Decorations;pot;Jonas;No;0;NULL;NULL;45;52;0;0;1;sand-cement;35 - 60 cm;rust;0;H45.D52.
1027599;Default;Simple;base;Elan hanging pot round d. grey set of 2 - h15,5xd15,5cm;Elan hanging pot round d. grey set of 2 - h15,5xd15,5cm;Elan hanging pot round d. grey set of 2 - h15,5xd15,5cm;Elan hanging pot round d. grey set of 2 - h15,5xd15,5cm;Elan hanging pot round d. grey set of 2 - h15,5xd15,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor hanging pots;/102759901.jpg;/102759901.jpg;/102759901.jpg;Mica Decorations;hanging pot;Elan;No;0;NULL;NULL;15.5;15.5;0;0;4;clay;15 - 20 cm;d.grey;0;H15.5.D15.5.
1027697;Default;Simple;base;Dax hanging bowl round beige - h6xd26cm;Dax hanging bowl round beige - h6xd26cm;Dax hanging bowl round beige - h6xd26cm;Dax hanging bowl round beige - h6xd26cm;Dax hanging bowl round beige - h6xd26cm;Shop/Pottery & glassware/Indoor pottery/Indoor hanging pots;/102769701.jpg;/102769701.jpg;/102769701.jpg;Mica Decorations;pot;Dax;No;0;NULL;NULL;6;26;0;0;12;cement;<10 cm;beige;0;H6.D26.
1001676;Default;Simple;base;Lago hanging pot round cream - h14xd16cm;Lago hanging pot round cream - h14xd16cm;Lago hanging pot round cream - h14xd16cm;Lago hanging pot round cream - h14xd16cm;Lago hanging pot round cream - h14xd16cm;Shop/Pottery & glassware/Indoor pottery/Indoor hanging pots;/100167601.jpg;/100167601.jpg;/100167601.jpg;Mica Decorations;hanging pot;Lago;No;0;NULL;NULL;14;16;0;432;8;ceramic;12,5 - 15 cm;cream;0;H14.D16.
1003731;Default;Simple;base;Abby hurricane light glass taupe - h30,5xd25cm;Abby hurricane light glass taupe - h30,5xd25cm;Abby hurricane light glass taupe - h30,5xd25cm;Abby hurricane light glass taupe - h30,5xd25cm;Abby hurricane light glass taupe - h30,5xd25cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/100373101.jpg;/100373101.jpg;/100373101.jpg;Mica Decorations;to be determined;Abby;No;0;NULL;NULL;30.5;25;0;0;2;glass;25 - 35 cm;taupe;0;H30.5.D25.
1024935;Default;Simple;base;Lion hurricane light d. red - h15xd16,5cm;Lion hurricane light d. red - h15xd16,5cm;Lion hurricane light d. red - h15xd16,5cm;Lion hurricane light d. red - h15xd16,5cm;Lion hurricane light d. red - h15xd16,5cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/102493501.jpg;/102493501.jpg;/102493501.jpg;Mica Decorations;to be determined;Lion;No;0;NULL;NULL;15;16.5;0;0;12;glass;15 - 20 cm;d.red;0;H15.D16.5.
1021960;Default;Simple;base;Tabo plate grey - h3xd26,5cm;Tabo plate grey - h3xd26,5cm;Tabo plate grey - h3xd26,5cm;Tabo plate grey - h3xd26,5cm;Tabo plate grey - h3xd26,5cm;Shop/Home accessories/Tableware/Plates;/102196001.jpg;/102196001.jpg;/102196001.jpg;Mica Decorations;to be determined;Tabo;No;0;NULL;NULL;3;26.5;0;0;6;ceramic;<10 cm;grey;0;H3.D26.5.
1022493;Default;Simple;base;Stef hanging pot round grey taupe 2 ass. - h12xd12,5cm;Stef hanging pot round grey taupe 2 ass. - h12xd12,5cm;Stef hanging pot round grey taupe 2 ass. - h12xd12,5cm;Stef hanging pot round grey taupe 2 assorted - h12xd12,5cm;Stef hanging pot round grey taupe 2 assorted - h12xd12,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor hanging pots;/102249301.jpg;/102249301.jpg;/102249301.jpg;Mica Decorations;hanging pot;Stef;Yes;0;NULL;NULL;12;12.5;0;1248;12;ceramic;10 - 12,5 cm;taupe;0;H12.D12.5.
1011727;Default;Simple;base;Milan cover glass transparent on plate - h23xd19cm;Milan cover glass transparent on plate - h23xd19cm;Milan cover glass transparent on plate - h23xd19cm;Milan cover glass transparent on plate - h23xd19cm;Milan cover glass transparent on plate - h23xd19cm;Shop/Pottery & glassware/Glassware/Glass bell jars;/101172701.jpg;/101172701.jpg;/101172701.jpg;Mica Decorations;cover glass;Milan;No;0;NULL;NULL;23;19;0;10;2;glass;20 - 25 cm;transparent;0;H23.D19.
1011730;Default;Simple;base;Gyda cover glass transparent on plate - h26xd19,5cm;Gyda cover glass transparent on plate - h26xd19,5cm;Gyda cover glass transparent on plate - h26xd19,5cm;Gyda cover glass transparent on plate - h26xd19,5cm;Gyda cover glass transparent on plate - h26xd19,5cm;Shop/Pottery & glassware/Glassware/Glass bell jars;/101173001.jpg;/101173001.jpg;/101173001.jpg;Mica Decorations;cover glass;Gyda;No;0;NULL;NULL;26;19.5;0;0;4;glass;25 - 35 cm;transparent;0;H26.D19.5.
1011789;Default;Simple;base;Hella cover glass transparent on plate naturel - h26xd12.8cm;Hella cover glass transparent on plate naturel - h26xd12.8cm;Hella cover glass transparent on plate naturel - h26xd12.8cm;Hella cover glass transparent on plate naturel - h26xd12.8cm;Hella cover glass transparent on plate naturel - h26xd12.8cm;Shop/Pottery & glassware/Glassware/Glass bell jars;/101178901.jpg;/101178901.jpg;/101178901.jpg;Mica Decorations;cover glass;Hella;Yes;0;NULL;NULL;26;13;0;12;6;glass;25 - 35 cm;transparent;0;H26.D13.
1007782;Default;Simple;base;Dax tray round Beige - h5xd30cm;Dax tray round Beige - h5xd30cm;Dax tray round Beige - h5xd30cm;Dax tray round Beige - h5xd30cm;Dax tray round Beige - h5xd30cm;Shop/Pottery & glassware/Indoor pottery/Indoor trays;/100778201.jpg;/100778201.jpg;/100778201.jpg;Mica Decorations;tray;Dax;No;0;NULL;NULL;5;30;0;0;6;cement;<10 cm;beige;0;H5.D30.
1006443;Default;Simple;base;Kyan tray round terra - h2xd35,5cm;Kyan tray round terra - h2xd35,5cm;Kyan tray round terra - h2xd35,5cm;Kyan tray round terra - h2xd35,5cm;Kyan tray round terra - h2xd35,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor trays;/100644301.jpg;/100644301.jpg;/100644301.jpg;Mica Decorations;tray;Kyan;Yes;0;NULL;NULL;2;35.5;0;15;10;cement;<10 cm;terra;0;H2.D35.5.
119456;Default;Simple;base;Nessa pot round terra taupe 4 assorted display - h6,5xd7cm;Nessa pot round terra taupe 4 assorted display - h6,5xd7cm;Nessa pot round terra taupe 4 assorted display - h6,5xd7cm;Nessa pot round terra taupe 4 assorted display - h6,5xd7cm;Nessa pot round terra taupe 4 assorted display - h6,5xd7cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/11945601.jpg;/11945601.jpg;/11945601.jpg;Mica Decorations;pdq;Nessa;Yes;0;NULL;NULL;6.5;7;0;0;80;ceramic;<10 cm;taupe;0;H6.5.D7.
1041763;Default;Simple;base;Stan pot round terra pdq - h15,5xd17,5cm;Stan pot round terra pdq - h15,5xd17,5cm;Stan pot round terra pdq - h15,5xd17,5cm;Stan pot round terra pdq - h15,5xd17,5cm;Stan pot round terra pdq - h15,5xd17,5cm;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots displays & mixpallets;/104176301.jpg;/104176301.jpg;/104176301.jpg;Mica Decorations;pot;Stan;No;0;NULL;NULL;15.5;17.5;0;0;169;terracotta;15 - 20 cm;terra;0;H15.5.D17.5.
1041787;Default;Simple;base;Stan pot round grey basalt pdq - h22xd26cm;Stan pot round grey basalt pdq - h22xd26cm;Stan pot round grey basalt pdq - h22xd26cm;Stan pot round grey basalt pdq - h22xd26cm;Stan pot round grey basalt pdq - h22xd26cm;Shop/Pottery & glassware/Outdoor pottery/Outdoor pots displays & mixpallets;/104178701.jpg;/104178701.jpg;/104178701.jpg;Mica Decorations;pot;Stan;No;0;NULL;NULL;22;26;0;0;143;terracotta;20 - 25 cm;grey;0;H22.D26.
1044188;Default;Simple;base;Ture hanging lamp antique - h30xd4,5cm;Ture hanging lamp antique - h30xd4,5cm;Ture hanging lamp antique - h30xd4,5cm;Ture hanging lamp antique - h30xd4,5cm;Ture hanging lamp antique - h30xd4,5cm;Shop/Home accessories/Lamps & lighting/Ceiling lamps;/104418801.jpg;/104418801.jpg;/104418801.jpg;Mica Decorations;Hanging lamp;Ture;No;0;NULL;NULL;30;4.5;0;0;2;iron;25 - 35 cm;antique;0;H30.D4.5.
1022830;Default;Simple;base;Lantern grey - h15,5xd8cm;Lantern grey - h15,5xd8cm;Lantern grey - h15,5xd8cm;Lantern grey - h15,5xd8cm;Lantern grey - h15,5xd8cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/102283001.jpg;/102283001.jpg;/102283001.jpg;Mica Decorations;to be determined;Metal Series;No;0;NULL;NULL;15.5;8;0;6;6;iron;15 - 20 cm;grey;0;H15.5.D8.
1006550;Default;Simple;base;Stef tray round grey - h2xd25,5cm;Stef tray round grey - h2xd25,5cm;Stef tray round grey - h2xd25,5cm;Stef tray round grey - h2xd25,5cm;Stef tray round grey - h2xd25,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor trays;/100655001.jpg;/100655001.jpg;/100655001.jpg;Mica Decorations;tray;Stef;Yes;0;NULL;NULL;2;25.5;0;264;8;ceramic;<10 cm;grey;0;H2.D25.5.
1001679;Default;Simple;base;Lago hanging pot round white - h14xd16cm;Lago hanging pot round white - h14xd16cm;Lago hanging pot round white - h14xd16cm;Lago hanging pot round white - h14xd16cm;Lago hanging pot round white - h14xd16cm;Shop/Pottery & glassware/Indoor pottery/Indoor hanging pots;/100167901.jpg;/100167901.jpg;/100167901.jpg;Mica Decorations;hanging pot;Lago;No;0;NULL;NULL;14;16;0;0;8;ceramic;12,5 - 15 cm;white;0;H14.D16.
1020052;Default;Simple;base;Vase hanging glass off white - h13xd10cm;Vase hanging glass off white - h13xd10cm;Vase hanging glass off white - h13xd10cm;Vase hanging glass off white - h13xd10cm;Vase hanging glass off white - h13xd10cm;Shop/Pottery & glassware/Glassware/Glassware others;/102005201.jpg;/102005201.jpg;/102005201.jpg;Mica Decorations;to be determined;;No;0;NULL;NULL;13;10;0;0;12;glass;12,5 - 15 cm;off white;0;H13.D10.
1037791;Default;Simple;base;Jason pot round 4 assorted display - h7xd8,5cm;Jason pot round 4 assorted display - h7xd8,5cm;Jason pot round 4 assorted display - h7xd8,5cm;Jason pot round 4 assorted display - h7xd8,5cm;Jason pot round 4 assorted display - h7xd8,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/103779101.jpg;/103779101.jpg;/103779101.jpg;Mica Decorations;pot;Jason;No;0;NULL;NULL;7;8.5;0;0;48;ceramic;<10 cm;l.brown;0;H7.D8.5.
1038021;Default;Simple;base;Storagepot l. pink - h19,5xd12,5cm;Storagepot l. pink - h19,5xd12,5cm;Storagepot l. pink - h19,5xd12,5cm;Storagepot l. pink - h19,5xd12,5cm;Storagepot l. pink - h19,5xd12,5cm;Shop/Home accessories/Organization/Storageboxes;/103802101.jpg;/103802101.jpg;/103802101.jpg;Mica Decorations;to be determined;Home deco;No;0;NULL;NULL;19.5;12.5;0;48;8;glass;15 - 20 cm;l.pink;0;H19.5.D12.5.
1038044;Default;Simple;base;Draw lantern pink - h20,5xd12cm;Draw lantern pink - h20,5xd12cm;Draw lantern pink - h20,5xd12cm;Draw lantern pink - h20,5xd12cm;Draw lantern pink - h20,5xd12cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/103804401.jpg;/103804401.jpg;/103804401.jpg;Mica Decorations;to be determined;Draw;No;0;NULL;NULL;20.5;12;0;60;6;iron;20 - 25 cm;pink;0;H20.5.D12.
1038047;Default;Simple;base;Draw lantern pink - h28xd15cm;Draw lantern pink - h28xd15cm;Draw lantern pink - h28xd15cm;Draw lantern pink - h28xd15cm;Draw lantern pink - h28xd15cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/103804701.jpg;/103804701.jpg;/103804701.jpg;Mica Decorations;to be determined;Draw;No;0;NULL;NULL;28;15;0;165;3;iron;25 - 35 cm;pink;0;H28.D15.
1032460;Default;Simple;base;Neli hurricane light l. brown - h31xd23cm;Neli hurricane light l. brown - h31xd23cm;Neli hurricane light l. brown - h31xd23cm;Neli hurricane light l. brown - h31xd23cm;Neli hurricane light l. brown - h31xd23cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/103246001.jpg;/103246001.jpg;/103246001.jpg;Mica Decorations;to be determined;Neli;No;0;NULL;NULL;31;23;0;0;5;wood;25 - 35 cm;l.brown;0;H31.D23.
1051590;Default;Simple;base;Scott pot round terra pdq - h23,5xd28cm;Scott pot round terra pdq - h23,5xd28cm;Scott pot round terra pdq - h23,5xd28cm;Scott pot round terra pdq - h23,5xd28cm;Scott pot round terra pdq - h23,5xd28cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/105159001.jpg;/105159001.jpg;/105159001.jpg;Mica Decorations;to be determined;Scott;No;0;NULL;NULL;23.5;28;0;0;24;terracotta;20 - 25 cm;terra;0;H23.5.D28.
1047243;Default;Simple;base;Ludo pot round 3 assorted pdq - h13,5xd13cm;Ludo pot round 3 assorted pdq - h13,5xd13cm;Ludo pot round 3 assorted pdq - h13,5xd13cm;Ludo pot round 3 assorted pdq - h13,5xd13cm;Ludo pot round 3 assorted pdq - h13,5xd13cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/104724301.jpg;/104724301.jpg;/104724301.jpg;Mica Decorations;pot;Ludo;No;0;NULL;NULL;13.5;13;0;0;1377;ceramic;12,5 - 15 cm;grey;0;H13.5.D13.
1039294;Default;Simple;base;Hurricane light grey - h25xd20cm;Hurricane light grey - h25xd20cm;Hurricane light grey - h25xd20cm;Hurricane light grey - h25xd20cm;Hurricane light grey - h25xd20cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/103929401.jpg;/103929401.jpg;/103929401.jpg;Mica Decorations;to be determined;;No;0;NULL;NULL;25;20;0;0;4;willow;25 - 35 cm;grey;0;H25.D20.
1039297;Default;Simple;base;Hurricane light green - h35xd26cm;Hurricane light green - h35xd26cm;Hurricane light green - h35xd26cm;Hurricane light green - h35xd26cm;Hurricane light green - h35xd26cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/103929701.jpg;/103929701.jpg;/103929701.jpg;Mica Decorations;to be determined;;No;0;NULL;NULL;35;26;0;0;4;willow;35 - 60 cm;green;0;H35.D26.
1039775;Default;Simple;base;Pot cactus l. green green d. green 3 assorted - h7xd7,5cm;Pot cactus l. green green d. green 3 assorted - h7xd7,5cm;Pot cactus l. green green d. green 3 assorted - h7xd7,5cm;Pot cactus l. green green d. green 3 assorted - h7xd7,5cm;Pot cactus l. green green d. green 3 assorted - h7xd7,5cm;Shop/Pottery & glassware/Glassware/Glassware others;/103977501.jpg;/103977501.jpg;/103977501.jpg;Mica Decorations;to be determined;;No;0;NULL;NULL;7;7.5;0;0;36;glass;<10 cm;green;0;H7.D7.5.
1040807;Default;Simple;base;Lantern gold - h30,5xd12cm;Lantern gold - h30,5xd12cm;Lantern gold - h30,5xd12cm;Lantern gold - h30,5xd12cm;Lantern gold - h30,5xd12cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/104080701.jpg;/104080701.jpg;/104080701.jpg;Mica Decorations;to be determined;Metal Series;No;0;NULL;NULL;30.5;12;0;258;6;iron;25 - 35 cm;gold;0;H30.5.D12.
1040881;Default;Simple;base;Stretto hurricane light black - h25xd18cm;Stretto hurricane light black - h25xd18cm;Stretto hurricane light black - h25xd18cm;Stretto hurricane light black - h25xd18cm;Stretto hurricane light black - h25xd18cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/104088101.jpg;/104088101.jpg;/104088101.jpg;Mica Decorations;to be determined;Stretto;No;0;NULL;NULL;25;18;0;272;4;iron;25 - 35 cm;black;0;H25.D18.
1049399;Default;Simple;base;Hector tray round green - h12xd25cm;Hector tray round green - h12xd25cm;Hector tray round green - h12xd25cm;Hector tray round green - h12xd25cm;Hector tray round green - h12xd25cm;Shop/Pottery & glassware/Indoor pottery/Indoor trays;/104939901.jpg;/104939901.jpg;/104939901.jpg;Mica Decorations;to be determined;Hector;No;0;NULL;NULL;12;25;0;0;30;metal;10 - 12,5 cm;green;0;H12.D25.
224649;Default;Simple;base;Devon hurricane light transparent copper - h24xd23cm;Devon hurricane light transparent copper - h24xd23cm;Devon hurricane light transparent copper - h24xd23cm;Devon hurricane light transparent copper - h24xd23cm;Devon hurricane light transparent copper - h24xd23cm;Shop/Home accessories/Room accents/Lanterns & hurricane lights;/22464901.jpg;/22464901.jpg;/22464901.jpg;Mica Decorations;hurricane light;Devon;Yes;0;NULL;NULL;24;23;0;492;4;glass;20 - 25 cm;copper;0;H24.D23.
222216;Default;Simple;base;S8 GLASDECOVASE MICA H7D5 TRANSPARENT  HANGING;S8 GLASDECOVASE MICA H7D5 TRANSPARENT  HANGING;S8 GLASDECOVASE MICA H7D5 TRANSPARENT  HANGING;MICA GLASS DECOVASE HANGER SET OF 8;MICA GLASS DECOVASE HANGER SET OF 8;Shop/Pottery & glassware/Glassware/Glassware others;/22221601.jpg;/22221601.jpg;/22221601.jpg;Mica Decorations;glass deco vase;Glass deco vases;Yes;0;NULL;NULL;7;5;0;0;12;glass;<10 cm;transparent;0;H7.D5.
240642;Default;Simple;base;Tusca pot round matt 4 assorted pdq - h17xd13,5cm;Tusca pot round matt 4 assorted pdq - h17xd13,5cm;Tusca pot round matt 4 assorted pdq - h17xd13,5cm;Tusca pot round matt 4 assorted pdq - h17xd13,5cm;Tusca pot round matt 4 assorted pdq - h17xd13,5cm;Shop/Pottery & glassware/Indoor pottery/Indoor pots displays & mixpallets;/24064201.jpg;/24064201.jpg;/24064201.jpg;Mica Decorations;pdq;Tusca;Yes;0;NULL;NULL;17;13.5;0;11620;140;ceramic;15 - 20 cm;white;0;H17.D13.5.
139843;Default;Simple;base;HANGING POT YULA H11D15 BROWN;HANGING POT YULA H11D15 BROWN;HANGING POT YULA H11D15 BROWN;YULA HANGING POT;YULA HANGING POT;Shop/Pottery & glassware/Glassware/Glassware others;/13984301.jpg;/13984301.jpg;/13984301.jpg;Mica Decorations;hanging pot;Yula;No;0;NULL;NULL;11;15;0;228;12;glass;10 - 12,5 cm;brown;0;H11.D15.
