sku;grouped_skus;ed_search;attribute_set_code;type;product_websites;name;meta_title;meta_description;description;short_description;ed_model;categories;ed_brand;ed_type;ed_color;image;small_image;thumbnail
aros_197_11_11003030; 137240, 234176; 137240, 234176;default;grouped;base;arosa;arosa;arosa;arosa;arosa;arosa;shop/home accessories/room accents;casa vivante;candleholder;white wash; 13724001.jpg; 13724001.jpg; 13724001.jpg
aros_197_121_11003030;234173;234173;default;grouped;base;arosa;arosa;arosa;arosa;arosa;arosa;shop/home accessories/room accents;casa vivante;candleholder;l.brown; 23417301.jpg; 23417301.jpg; 23417301.jpg
arpa_9_80_12003100;930311;930311;default;grouped;base;areca palm;areca palm;areca palm;areca palm;areca palm;areca palm;shop/artificial flowers & plants/plants;mica decorations;areca;green; 93031101.jpg; 93031101.jpg; 93031101.jpg
arpa_9_80_12003110; 1026426, 1026427, 987735, 993314, 993316, 993318; 1026426, 1026427, 987735, 993314, 993316, 993318;default;grouped;base;areca palm;areca palm;areca palm;areca palm;areca palm;areca palm;shop/artificial flowers & plants/trees;mica decorations;areca;green; 102642601.jpg; 102642601.jpg; 102642601.jpg
arte_500_21_11003030; 1008508, 1008587; 1008508, 1008587;default;grouped;base;arte;arte;arte;arte;arte;arte;shop/home accessories/room accents;casa vivante;to be determined;l.grey; 100850801.jpg; 100850801.jpg; 100850801.jpg
arti_500_10_12003090;1009009;1009009;default;grouped;base;artichoke;artichoke;artichoke;artichoke;artichoke;artichoke;shop/artificial flowers & plants/flowers & bouquets;casa vivante;to be determined;white; 100900901.jpg; 100900901.jpg; 100900901.jpg
arya_163_21_11003070;1018768;1018768;default;grouped;base;arya;arya;arya;arya;arya;arya;shop/home accessories/tableware;casa vivante;bowl;l.grey; 101876801.jpg; 101876801.jpg; 101876801.jpg
arya_180_21_10003000;1019069;1019069;default;grouped;base;arya;arya;arya;arya;arya;arya;shop/pottery & glassware/indoor pottery;casa vivante;vase;l.grey; 101906901.jpg; 101906901.jpg; 101906901.jpg
arya_192_21_10003000; 1018654, 1018655; 1018654, 1018655;default;grouped;base;arya;arya;arya;arya;arya;arya;shop/pottery & glassware/indoor pottery;casa vivante;plate;l.grey; 101865401.jpg; 101865401.jpg; 101865401.jpg
arya_472_21_11003070;1018765;1018765;default;grouped;base;arya;arya;arya;arya;arya;arya;shop/home accessories/tableware;casa vivante;jug;l.grey; 101876501.jpg; 101876501.jpg; 101876501.jpg
asc_503_10_11003050;1023778;1023778;default;grouped;base;ascot;ascot;ascot;ascot;ascot;ascot;shop/home accessories/small furniture;mica decorations;plant stand;white; 102377801.jpg; 102377801.jpg; 102377801.jpg
asc_503_121_11003050; 1043386, 1043388, 1043391; 1043386, 1043388, 1043391;default;grouped;base;ascot;ascot;ascot;ascot;ascot;ascot;shop/home accessories/small furniture;mica decorations;plant stand;l.brown; 104338601.jpg; 104338601.jpg; 104338601.jpg
asc_503_170_11003050; 1023779, 1023780, 1023781, 1023782, 1023783; 1023779, 1023780, 1023781, 1023782, 1023783;default;grouped;base;ascot;ascot;ascot;ascot;ascot;ascot;shop/home accessories/small furniture;mica decorations;plant stand;rust; 102377901.jpg; 102377901.jpg; 102377901.jpg
asc_503_30_11003050; 1006644, 1006645, 1006646, 1006647, 1006648; 1006644, 1006645, 1006646, 1006647, 1006648;default;grouped;base;ascot;ascot;ascot;ascot;ascot;ascot;shop/home accessories/small furniture;mica decorations;plant stand;black; 100664401.jpg; 100664401.jpg; 100664401.jpg
aspa_500_80_12003100;930662;930662;default;grouped;base;asparagus;asparagus;asparagus;asparagus;asparagus;asparagus;shop/artificial flowers & plants/plants;mica decorations;to be determined;green; 93066201.jpg; 93066201.jpg; 93066201.jpg
aspa_81_20_12003100;1021030;1021030;default;grouped;base;asparagus;asparagus;asparagus;asparagus;asparagus;asparagus;shop/artificial flowers & plants/plants;mica decorations;green plants small leaves;grey; 102103001.jpg; 102103001.jpg; 102103001.jpg
aspl_181_80_12003100; 1044535, 1044536; 1044535, 1044536;default;grouped;base;asplenium;asplenium;asplenium;asplenium;asplenium;asplenium;shop/artificial flowers & plants/plants;mica decorations;fern;green; 104453501.jpg; 104453501.jpg; 104453501.jpg
aspl_500_80_12003100;930730;930730;default;grouped;base;asplenium;asplenium;asplenium;asplenium;asplenium;asplenium;shop/artificial flowers & plants/plants;mica decorations;to be determined;green; 93073001.jpg; 93073001.jpg; 93073001.jpg
aspl_80_80_12003100;930624;930624;default;grouped;base;asplenium;asplenium;asplenium;asplenium;asplenium;asplenium;shop/artificial flowers & plants/plants;mica decorations;green plants;green; 93062401.jpg; 93062401.jpg; 93062401.jpg
aster_485_130_11003040;1020419;1020419;default;grouped;base;aster;aster;aster;aster;aster;aster;shop/home accessories/lamps & lighting;mica decorations;lamp;gold; 102041901.jpg; 102041901.jpg; 102041901.jpg
aster_485_20_11003040;1020420;1020420;default;grouped;base;aster;aster;aster;aster;aster;aster;shop/home accessories/lamps & lighting;mica decorations;lamp;grey; 102042001.jpg; 102042001.jpg; 102042001.jpg
asti_500_60_12003100;1016243;1016243;default;grouped;base;astilbe;astilbe;astilbe;astilbe;astilbe;astilbe;shop/artificial flowers & plants/plants;mica decorations;to be determined;yellow; 101624301.jpg; 101624301.jpg; 101624301.jpg
audrey_180_114_10003000; 1022711, 1022713; 1022711, 1022713;default;grouped;base;audrey;audrey;audrey;audrey;audrey;audrey;shop/pottery & glassware/indoor pottery;casa vivante;vase;mauve; 102271101.jpg; 102271101.jpg; 102271101.jpg
audrey_180_70_10003000; 1022715, 1022717; 1022715, 1022717;default;grouped;base;audrey;audrey;audrey;audrey;audrey;audrey;shop/pottery & glassware/indoor pottery;casa vivante;vase;beige; 102271501.jpg; 102271501.jpg; 102271501.jpg
aurel_151_10_10003010;1041751;1041751;default;grouped;base;aurel;aurel;aurel;aurel;aurel;aurel;shop/pottery & glassware/outdoor pottery;mica decorations;pot;white; 104175101.jpg; 104175101.jpg; 104175101.jpg
aurel_151_20_10003010;1041732;1041732;default;grouped;base;aurel;aurel;aurel;aurel;aurel;aurel;shop/pottery & glassware/outdoor pottery;mica decorations;pot;grey; 104173201.jpg; 104173201.jpg; 104173201.jpg
aurel_151_202_10003010;1041750;1041750;default;grouped;base;aurel;aurel;aurel;aurel;aurel;aurel;shop/pottery & glassware/outdoor pottery;mica decorations;pot;antique; 104175001.jpg; 104175001.jpg; 104175001.jpg
austin_151_123_10003000; 1041693, 1041694; 1041693, 1041694;default;grouped;base;austin;austin;austin;austin;austin;austin;shop/pottery & glassware/indoor pottery;mica decorations;pot;taupe; 104169301.jpg; 104169301.jpg; 104169301.jpg
avalon_476_22_13003140;1023470;1023470;default;grouped;base;avalon;avalon;avalon;avalon;avalon;avalon;shop/spring & outdoor decoration/outdoor decorations;mica decorations;plant support;d.grey; 102347001.jpg; 102347001.jpg; 102347001.jpg
avignon_503_10_11003050;1023756;1023756;default;grouped;base;avignon;avignon;avignon;avignon;avignon;avignon;shop/home accessories/small furniture;mica decorations;plant stand;white; 102375601.jpg; 102375601.jpg; 102375601.jpg
avignon_503_30_11003050; 1023763, 1023765; 1023763, 1023765;default;grouped;base;avignon;avignon;avignon;avignon;avignon;avignon;shop/home accessories/small furniture;mica decorations;plant stand;black; 102376301.jpg; 102376301.jpg; 102376301.jpg
azal_11_10_12003100;950330;950330;default;grouped;base;azalea;azalea;azalea;azalea;azalea;azalea;shop/artificial flowers & plants/plants;mica decorations;azalea;white; 95033001.jpg; 95033001.jpg; 95033001.jpg
azal_11_100_12003100; 950272, 950333, 950337; 950272, 950333, 950337;default;grouped;base;azalea;azalea;azalea;azalea;azalea;azalea;shop/artificial flowers & plants/plants;mica decorations;azalea;pink; 95027201.jpg; 95027201.jpg; 95027201.jpg
azal_11_40_12003100; 948396, 950332; 948396, 950332;default;grouped;base;azalea;azalea;azalea;azalea;azalea;azalea;shop/artificial flowers & plants/plants;mica decorations;azalea;red; 94839601.jpg; 94839601.jpg; 94839601.jpg
azal_11_53_12003100; 950271, 950331, 950335; 950271, 950331, 950335;default;grouped;base;azalea;azalea;azalea;azalea;azalea;azalea;shop/artificial flowers & plants/plants;mica decorations;azalea;peach; 95027101.jpg; 95027101.jpg; 95027101.jpg
azal_500_10_12003100;950274;950274;default;grouped;base;azalea;azalea;azalea;azalea;azalea;azalea;shop/artificial flowers & plants/plants;mica decorations;to be determined;white; 95027401.jpg; 95027401.jpg; 95027401.jpg
azal_500_40_12003100;950273;950273;default;grouped;base;azalea;azalea;azalea;azalea;azalea;azalea;shop/artificial flowers & plants/plants;mica decorations;to be determined;red; 95027301.jpg; 95027301.jpg; 95027301.jpg
babo_13_80_12003110; 999102, 999104; 999102, 999104;default;grouped;base;banana tree;banana tree;banana tree;banana tree;banana tree;banana tree;shop/artificial flowers & plants/trees;mica decorations;banana tree;green; 99910201.jpg; 99910201.jpg; 99910201.jpg
babs_500_42_11003030;1019757;1019757;default;grouped;base;babs;babs;babs;babs;babs;babs;shop/home accessories/room accents;mica decorations;to be determined;d.red; 101975701.jpg; 101975701.jpg; 101975701.jpg
badia_500_132_11003030; 1037984, 1037990, 1042224, 1042228; 1037984, 1037990, 1042224, 1042228;default;grouped;base;badia;badia;badia;badia;badia;badia;shop/home accessories/room accents;casa vivante;to be determined;d.gold; 103798401.jpg; 103798401.jpg; 103798401.jpg
badia_500_140_11003030; 1042225, 1042229; 1042225, 1042229;default;grouped;base;badia;badia;badia;badia;badia;badia;shop/home accessories/room accents;casa vivante;to be determined;silver; 104222501.jpg; 104222501.jpg; 104222501.jpg
badia_500_160_11003030; 1037983, 1037986, 1037989, 1042223, 1042227; 1037983, 1037986, 1037989, 1042223, 1042227;default;grouped;base;badia;badia;badia;badia;badia;badia;shop/home accessories/room accents;casa vivante;to be determined;copper; 103798301.jpg; 103798301.jpg; 103798301.jpg
badia_500_20_11003030; 1037982, 1042222, 1042226; 1037982, 1042222, 1042226;default;grouped;base;badia;badia;badia;badia;badia;badia;shop/home accessories/room accents;casa vivante;to be determined;grey; 103798201.jpg; 103798201.jpg; 103798201.jpg
bal_500_10_12003105;1030028;1030028;default;grouped;base;ball;ball;ball;ball;ball;ball;shop/artificial flowers & plants/seasonal flowers & plants;house of seasons;to be determined;white; 103002801.jpg; 103002801.jpg; 103002801.jpg
bal_500_40_12003105; 1029983, 1029984, 1030000; 1029983, 1029984, 1030000;default;grouped;base;ball;ball;ball;ball;ball;ball;shop/artificial flowers & plants/seasonal flowers & plants;house of seasons;to be determined;red; 102998301.jpg; 102998301.jpg; 102998301.jpg
bal_500_80_12003105;937766;937766;default;grouped;base;ball;ball;ball;ball;ball;ball;shop/artificial flowers & plants/seasonal flowers & plants;mica decorations;to be determined;green; 93776601.jpg; 93776601.jpg; 93776601.jpg
balo_59_180_10003020; 1002524, 242546; 1002524, 242546;default;grouped;base;baloe;baloe;baloe;baloe;baloe;baloe;shop/pottery & glassware/glassware;casa vivante;bottle;transparent; 100252401.jpg; 100252401.jpg; 100252401.jpg
bamb_12_30_12003110; 992178, 992232; 992178, 992232;default;grouped;base;bamboo;bamboo;bamboo;bamboo;bamboo;bamboo;shop/artificial flowers & plants/trees;mica decorations;bamboo;black; 99217801.jpg; 99217801.jpg; 99217801.jpg
bamb_12_80_12003100; 1021028, 1043983, 1043984, 1043985, 913232; 1021028, 1043983, 1043984, 1043985, 913232;default;grouped;base;bamboo;bamboo;bamboo;bamboo;bamboo;bamboo;shop/artificial flowers & plants/plants;mica decorations;bamboo;green; 102102801.jpg; 102102801.jpg; 102102801.jpg
bamb_12_80_12003110; 1011256, 1026424, 1026425, 1028069, 987736, 987750, 992132, 992150, 992180, 992185, 992210, 992214, 992230, 992252; 1011256, 1026424, 1026425, 1028069, 987736, 987750, 992132, 992150, 992180, 992185, 992210, 992214, 992230, 992252;default;grouped;base;bamboo;bamboo;bamboo;bamboo;bamboo;bamboo;shop/artificial flowers & plants/trees;mica decorations;bamboo;green; 101125601.jpg; 101125601.jpg; 101125601.jpg
bamb_500_80_12003110; 987818, N87813; 987818, N87813;default;grouped;base;bamboo;bamboo;bamboo;bamboo;bamboo;bamboo;shop/artificial flowers & plants/trees;mica decorations;to be determined;green; 98781801.jpg; 98781801.jpg; 98781801.jpg
bamb_80_80_12003110;987817;987817;default;grouped;base;bamboo;bamboo;bamboo;bamboo;bamboo;bamboo;shop/artificial flowers & plants/trees;mica decorations;green plants;green; 98781701.jpg; 98781701.jpg; 98781701.jpg
bara_500_20_10003010;1040925;1040925;default;grouped;base;bara;bara;bara;bara;bara;bara;shop/pottery & glassware/outdoor pottery;house of seasons;to be determined;grey; 104092501.jpg; 104092501.jpg; 104092501.jpg
bara_500_20_13003140; 1040926, 1040928, 1040929, 1044006, 1044007; 1040926, 1040928, 1040929, 1044006, 1044007;default;grouped;base;bara;bara;bara;bara;bara;bara;shop/spring & outdoor decoration/outdoor decorations;house of seasons;to be determined;grey; 104092601.jpg; 104092601.jpg; 104092601.jpg
bara_500_20_13003140; 1040926, 1040928, 1040929, 1044006, 1044007; 1040926, 1040928, 1040929, 1044006, 1044007;default;grouped;base;bara;bara;bara;bara;bara;bara;shop/spring & outdoor decoration/outdoor decorations;mica decorations;to be determined;grey; 104092601.jpg; 104092601.jpg; 104092601.jpg
bart_59_121_10003000;1010326;1010326;default;grouped;base;bart;bart;bart;bart;bart;bart;shop/pottery & glassware/indoor pottery;mica decorations;bottle;l.brown; 101032601.jpg; 101032601.jpg; 101032601.jpg
bart_59_14_10003000;1010330;1010330;default;grouped;base;bart;bart;bart;bart;bart;bart;shop/pottery & glassware/indoor pottery;mica decorations;bottle;cream; 101033001.jpg; 101033001.jpg; 101033001.jpg
bas_125_20_13003140;450034;450034;default;grouped;base;basic;basic;basic;basic;basic;basic;shop/spring & outdoor decoration/outdoor decorations;mica decorations;basket;grey; 45003401.jpg; 45003401.jpg; 45003401.jpg
baxter_500_120_11003030;1044125;1044125;default;grouped;base;baxter;baxter;baxter;baxter;baxter;baxter;shop/home accessories/room accents;mica decorations;to be determined;brown; 104412501.jpg; 104412501.jpg; 104412501.jpg
beach_500_10_13003140; 1038152, 1038153; 1038152, 1038153;default;grouped;base;beach;beach;beach;beach;beach;beach;shop/spring & outdoor decoration/outdoor decorations;house of seasons;to be determined;white; 103815201.jpg; 103815201.jpg; 103815201.jpg
bego_14_10_12003100; 947103, 947137, 977003, 977008, 977508; 947103, 947137, 977003, 977008, 977508;default;grouped;base;begonia;begonia;begonia;begonia;begonia;begonia;shop/artificial flowers & plants/plants;mica decorations;begonia;white; 94710301.jpg; 94710301.jpg; 94710301.jpg
bego_14_102_12003100; 940046, 947101, 947106, 947135, 977001, 977006, 977506; 940046, 947101, 947106, 947135, 977001, 977006, 977506;default;grouped;base;begonia;begonia;begonia;begonia;begonia;begonia;shop/artificial flowers & plants/plants;mica decorations;begonia;d.pink; 94004601.jpg; 94004601.jpg; 94004601.jpg
bego_14_212_12003100; 1044593, 1044594; 1044593, 1044594;default;grouped;base;begonia;begonia;begonia;begonia;begonia;begonia;shop/artificial flowers & plants/plants;mica decorations;begonia;variegated; 104459301.jpg; 104459301.jpg; 104459301.jpg
bego_14_55_12003100; 940048, 947104, 977004, 977009, 977509; 940048, 947104, 977004, 977009, 977509;default;grouped;base;begonia;begonia;begonia;begonia;begonia;begonia;shop/artificial flowers & plants/plants;mica decorations;begonia;salmon; 94004801.jpg; 94004801.jpg; 94004801.jpg
bego_14_60_12003100; 940047, 947102, 947136, 977002, 977007, 977507; 940047, 947102, 947136, 977002, 977007, 977507;default;grouped;base;begonia;begonia;begonia;begonia;begonia;begonia;shop/artificial flowers & plants/plants;mica decorations;begonia;yellow; 94004701.jpg; 94004701.jpg; 94004701.jpg
bego_415_10_12003100; 1051004, 910035; 1051004, 910035;default;grouped;base;begonia;begonia;begonia;begonia;begonia;begonia;shop/artificial flowers & plants/plants;mica decorations;displays;white; 105100401.jpg; 105100401.jpg; 105100401.jpg
bego_500_10_12003100;950078;950078;default;grouped;base;begonia;begonia;begonia;begonia;begonia;begonia;shop/artificial flowers & plants/plants;mica decorations;to be determined;white; 95007801.jpg; 95007801.jpg; 95007801.jpg
belinda_180_10_10003000;1027870;1027870;default;grouped;base;belinda;belinda;belinda;belinda;belinda;belinda;shop/pottery & glassware/indoor pottery;mica decorations;vase;white; 102787001.jpg; 102787001.jpg; 102787001.jpg
belinda_180_40_10003000; 1027860, 1027861; 1027860, 1027861;default;grouped;base;belinda;belinda;belinda;belinda;belinda;belinda;shop/pottery & glassware/indoor pottery;mica decorations;vase;red; 102786001.jpg; 102786001.jpg; 102786001.jpg
belinda_180_80_10003000;1027865;1027865;default;grouped;base;belinda;belinda;belinda;belinda;belinda;belinda;shop/pottery & glassware/indoor pottery;mica decorations;vase;green; 102786501.jpg; 102786501.jpg; 102786501.jpg
