sku;super_products_sku;configurable_attributes;ed_search;attribute_set_code;type;name;meta_title;meta_description;description;short_description;categories;ed_type;image;small_image;thumbnail
595_1400_3180_1;374725;ed_color,ed_size;374725;default;configurable;waterglobes;waterglobes;waterglobes;waterglobes;waterglobes;shop/christmas decoration/collectables;waterglobes; 37472501.jpg; 37472501.jpg; 37472501.jpg
616_1600_3220_1; 1036589, 1034185, 1034968, 1034966;ed_color,ed_size; 1036589, 1034185, 1034968, 1034966;default;configurable;led;led;led;led;led;shop/christmas lighting/decorations lighting;led; 103658901.jpg; 103658901.jpg; 103658901.jpg
662_1400_3190_1; 1033217, 1036771, 1036770, 1036769;ed_color,ed_size; 1033217, 1036771, 1036770, 1036769;default;configurable;tree;tree;tree;tree;tree;shop/christmas decoration/christmas accessories;tree; 103321701.jpg; 103321701.jpg; 103321701.jpg
662_1600_3220_1; 1012753, 1034927, 1012745, 372510;ed_color,ed_size; 1012753, 1034927, 1012745, 372510;default;configurable;tree;tree;tree;tree;tree;shop/christmas lighting/decorations lighting;tree; 101275301.jpg; 101275301.jpg; 101275301.jpg
674_1300_3140_1;1033389;ed_color,ed_size;1033389;default;configurable;decoration plate;decoration plate;decoration plate;decoration plate;decoration plate;shop/spring & outdoor decoration/outdoor decorations;decoration plate; 103338901.jpg; 103338901.jpg; 103338901.jpg
682_1000_3020_1;124060;ed_color,ed_size;124060;default;configurable;drop;drop;drop;drop;drop;shop/pottery & glassware/glassware;drop; 12406001.jpg; 12406001.jpg; 12406001.jpg
691_1600_3220_1;372406;ed_color,ed_size;372406;default;configurable;hanging decoration;hanging decoration;hanging decoration;hanging decoration;hanging decoration;shop/christmas lighting/decorations lighting;hanging decoration; 37240601.jpg; 37240601.jpg; 37240601.jpg
696_1400_3160_1; 139786, 139785;ed_color,ed_size; 139786, 139785;default;configurable;heart star tree;heart star tree;heart star tree;heart star tree;heart star tree;shop/christmas decoration/christmas ornaments;heart star tree; 13978601.jpg; 13978601.jpg; 13978601.jpg
698_1400_3190_1;1033222;ed_color,ed_size;1033222;default;configurable;deer;deer;deer;deer;deer;shop/christmas decoration/christmas accessories;deer; 103322201.jpg; 103322201.jpg; 103322201.jpg
698_1600_3220_1; 1034202, 1034926, 1034923, 1034922, 1012672, 1034191;ed_color,ed_size; 1034202, 1034926, 1034923, 1034922, 1012672, 1034191;default;configurable;deer;deer;deer;deer;deer;shop/christmas lighting/decorations lighting;deer; 103420201.jpg; 103420201.jpg; 103420201.jpg
70_1100_3030_1; 126796, 126798, 120677, 121257;ed_color,ed_size; 126796, 126798, 120677, 121257;default;configurable;glass fragments;glass fragments;glass fragments;glass fragments;glass fragments;shop/home accessories/room accents;glass fragments; 12679601.jpg; 12679601.jpg; 12679601.jpg
70_1100_3030_2; 126797, 126799;ed_color,ed_size; 126797, 126799;default;configurable;glass fragments;glass fragments;glass fragments;glass fragments;glass fragments;shop/home accessories/room accents;glass fragments; 12679701.jpg; 12679701.jpg; 12679701.jpg
71_1000_3020_1; 019196, 019197, 019198;ed_color,ed_size; 019196, 019197, 019198;default;configurable;glass deco vase;glass deco vase;glass deco vase;glass deco vase;glass deco vase;shop/pottery & glassware/glassware;glass deco vase; 01919601.jpg; 01919601.jpg; 01919601.jpg
71_1000_3020_2;19270;ed_color,ed_size;19270;default;configurable;glass deco vase;glass deco vase;glass deco vase;glass deco vase;glass deco vase;shop/pottery & glassware/glassware;glass deco vase; 01927001.jpg; 01927001.jpg; 01927001.jpg
710_1600_3220_1;1034972;ed_color,ed_size;1034972;default;configurable;cone;cone;cone;cone;cone;shop/christmas lighting/decorations lighting;cone; 103497201.jpg; 103497201.jpg; 103497201.jpg
713_1400_3190_1;166696;ed_color,ed_size;166696;default;configurable;christmas tree ornament;christmas tree ornament;christmas tree ornament;christmas tree ornament;christmas tree ornament;shop/christmas decoration/christmas accessories;christmas tree ornament; 16669601.jpg; 16669601.jpg; 16669601.jpg
718_1400_3190_1;1020425;ed_color,ed_size;1020425;default;configurable;christmas figure;christmas figure;christmas figure;christmas figure;christmas figure;shop/christmas decoration/christmas accessories;christmas figure; 102042501.jpg; 102042501.jpg; 102042501.jpg
733_1600_3220_1; 372545, 372546, 372544;ed_color,ed_size; 372545, 372546, 372544;default;configurable;ribbon;ribbon;ribbon;ribbon;ribbon;shop/christmas lighting/decorations lighting;ribbon; 37254501.jpg; 37254501.jpg; 37254501.jpg
745_1100_3030_1;139638;ed_color,ed_size;139638;default;configurable;ornament;ornament;ornament;ornament;ornament;shop/home accessories/room accents;ornament; 13963801.jpg; 13963801.jpg; 13963801.jpg
756_1100_3030_1; 120546, 120547, 120545, 120550, 120548;ed_color,ed_size; 120546, 120547, 120545, 120550, 120548;default;configurable;pearl;pearl;pearl;pearl;pearl;shop/home accessories/room accents;pearl; 12054601.jpg; 12054601.jpg; 12054601.jpg
777_1600_3220_1;1034921;ed_color,ed_size;1034921;default;configurable;sledge;sledge;sledge;sledge;sledge;shop/christmas lighting/decorations lighting;sledge; 103492101.jpg; 103492101.jpg; 103492101.jpg
78_1400_3190_1; 1036904, 1036898;ed_color,ed_size; 1036904, 1036898;default;configurable;NULL;NULL;NULL;NULL;NULL;shop/christmas decoration/christmas accessories;NULL; 103690401.jpg; 103690401.jpg; 103690401.jpg
782_1600_3220_1; 1034203, 372373, 1012936;ed_color,ed_size; 1034203, 372373, 1012936;default;configurable;snowman;snowman;snowman;snowman;snowman;shop/christmas lighting/decorations lighting;snowman; 103420301.jpg; 103420301.jpg; 103420301.jpg
79_1100_3030_1; 349098, 349105, 120672, 120502, 349114, 120064, 120183, 349112, 121264, 349100, 349099, 349113, 349110, 349109, 349226, 349108, 349107, 120627, 120630, 349115;ed_color,ed_size; 349098, 349105, 120672, 120502, 349114, 120064, 120183, 349112, 121264, 349100, 349099, 349113, 349110, 349109, 349226, 349108, 349107, 120627, 120630, 349115;default;configurable;gravel;gravel;gravel;gravel;gravel;shop/home accessories/room accents;gravel; 34909801.jpg; 34909801.jpg; 34909801.jpg
803_1600_3220_1;1043374;ed_color,ed_size;1043374;default;configurable;bird;bird;bird;bird;bird;shop/christmas lighting/decorations lighting;bird; 104337401.jpg; 104337401.jpg; 104337401.jpg
824_1400_3190_1;1020525;ed_color,ed_size;1020525;default;configurable;star;star;star;star;star;shop/christmas decoration/christmas accessories;star; 102052501.jpg; 102052501.jpg; 102052501.jpg
824_1600_3220_1; 1037211, 1034924, 1037209, 1023679;ed_color,ed_size; 1037211, 1034924, 1037209, 1023679;default;configurable;star;star;star;star;star;shop/christmas lighting/decorations lighting;star; 103721101.jpg; 103721101.jpg; 103721101.jpg
824_1600_3220_2;1034925;ed_color,ed_size;1034925;default;configurable;star;star;star;star;star;shop/christmas lighting/decorations lighting;star; 103492501.jpg; 103492501.jpg; 103492501.jpg
827_1600_3240_1; 1034270, 1034271, 1034307, 1034267, 1034313, 1034268, 1034310, 1034261, 1034276, 1034277, 1034308, 1034273, 1034311;ed_color,ed_size; 1034270, 1034271, 1034307, 1034267, 1034313, 1034268, 1034310, 1034261, 1034276, 1034277, 1034308, 1034273, 1034311;default;configurable;8f controller;8f controller;8f controller;8f controller;8f controller;shop/christmas lighting/string lighting;8f controller; 103427001.jpg; 103427001.jpg; 103427001.jpg
828_1100_3030_1; 1033066, 1033068, 1033065;ed_color,ed_size; 1033066, 1033068, 1033065;default;configurable;accessories;accessories;accessories;accessories;accessories;shop/home accessories/room accents;accessories; 103306601.jpg; 103306601.jpg; 103306601.jpg
828_1600_3240_1;364676;ed_color,ed_size;364676;default;configurable;accessories;accessories;accessories;accessories;accessories;shop/christmas lighting/string lighting;accessories; 36467601.jpg; 36467601.jpg; 36467601.jpg
829_1000_3020_1;124059;ed_color,ed_size;124059;default;configurable;bal;bal;bal;bal;bal;shop/pottery & glassware/glassware;bal; 12405901.jpg; 12405901.jpg; 12405901.jpg
829_1600_3220_1;372247;ed_color,ed_size;372247;default;configurable;bal;bal;bal;bal;bal;shop/christmas lighting/decorations lighting;bal; 37224701.jpg; 37224701.jpg; 37224701.jpg
837_1600_3220_1; 1012738, 372515;ed_color,ed_size; 1012738, 372515;default;configurable;bessen boom;bessen boom;bessen boom;bessen boom;bessen boom;shop/christmas lighting/decorations lighting;bessen boom; 101273801.jpg; 101273801.jpg; 101273801.jpg
86_1600_3220_1; 106837, 106830;ed_color,ed_size; 106837, 106830;default;configurable;NULL;NULL;NULL;NULL;NULL;shop/christmas lighting/decorations lighting;NULL; 10683701.jpg; 10683701.jpg; 10683701.jpg
864_1600_3240_1; 371622, 372211, 472302;ed_color,ed_size; 371622, 372211, 472302;default;configurable;display snake light;display snake light;display snake light;display snake light;display snake light;shop/christmas lighting/string lighting;display snake light; 37162201.jpg; 37162201.jpg; 37162201.jpg
886_1600_3220_1;1012691;ed_color,ed_size;1012691;default;configurable;curtain;curtain;curtain;curtain;curtain;shop/christmas lighting/decorations lighting;curtain; 101269101.jpg; 101269101.jpg; 101269101.jpg
886_1600_3240_1;1012693;ed_color,ed_size;1012693;default;configurable;curtain;curtain;curtain;curtain;curtain;shop/christmas lighting/string lighting;curtain; 101269301.jpg; 101269301.jpg; 101269301.jpg
897_1600_3220_1;1012683;ed_color,ed_size;1012683;default;configurable;icicle;icicle;icicle;icicle;icicle;shop/christmas lighting/decorations lighting;icicle; 101268301.jpg; 101268301.jpg; 101268301.jpg
897_1600_3240_1; 1012682, 1012687, 1012686;ed_color,ed_size; 1012682, 1012687, 1012686;default;configurable;icicle;icicle;icicle;icicle;icicle;shop/christmas lighting/string lighting;icicle; 101268201.jpg; 101268201.jpg; 101268201.jpg
907_1600_3220_1;1034951;ed_color,ed_size;1034951;default;configurable;church;church;church;church;church;shop/christmas lighting/decorations lighting;church; 103495101.jpg; 103495101.jpg; 103495101.jpg
927_1600_3240_1; 1034303, 1034304, 1034305;ed_color,ed_size; 1034303, 1034304, 1034305;default;configurable;net;net;net;net;net;shop/christmas lighting/string lighting;net; 103430301.jpg; 103430301.jpg; 103430301.jpg
928_1300_3140_1; 1044509, 1044511, 1044507;ed_color,ed_size; 1044509, 1044511, 1044507;default;configurable;party lights;party lights;party lights;party lights;party lights;shop/spring & outdoor decoration/outdoor decorations;party lights; 104450901.jpg; 104450901.jpg; 104450901.jpg
928_1300_3140_2; 1044510, 1044508;ed_color,ed_size; 1044510, 1044508;default;configurable;party lights;party lights;party lights;party lights;party lights;shop/spring & outdoor decoration/outdoor decorations;party lights; 104451001.jpg; 104451001.jpg; 104451001.jpg
93_1100_3050_1; 1033208, 1033207;ed_color,ed_size; 1033208, 1033207;default;configurable;home deco;home deco;home deco;home deco;home deco;shop/home accessories/small furniture;home deco; 103320801.jpg; 103320801.jpg; 103320801.jpg
93_1600_3220_1;372431;ed_color,ed_size;372431;default;configurable;home deco;home deco;home deco;home deco;home deco;shop/christmas lighting/decorations lighting;home deco; 37243101.jpg; 37243101.jpg; 37243101.jpg
946_1600_3240_1; 1012696, 1012699, 1012695, 372190, 1012704, 1021511, 1012705, 1012957;ed_color,ed_size; 1012696, 1012699, 1012695, 372190, 1012704, 1021511, 1012705, 1012957;default;configurable;snake light;snake light;snake light;snake light;snake light;shop/christmas lighting/string lighting;snake light; 101269601.jpg; 101269601.jpg; 101269601.jpg
946_1600_3240_2;1022216;ed_color,ed_size;1022216;default;configurable;snake light;snake light;snake light;snake light;snake light;shop/christmas lighting/string lighting;snake light; 102221601.jpg; 102221601.jpg; 102221601.jpg
952_1600_3240_1;1034457;ed_color,ed_size;1034457;default;configurable;string;string;string;string;string;shop/christmas lighting/string lighting;string; 103445701.jpg; 103445701.jpg; 103445701.jpg
980_1600_3220_1; 1012845, 1012843;ed_color,ed_size; 1012845, 1012843;default;configurable;bundle;bundle;bundle;bundle;bundle;shop/christmas lighting/decorations lighting;bundle; 101284501.jpg; 101284501.jpg; 101284501.jpg
980_1600_3240_1; 1034127, 372537, 372538;ed_color,ed_size; 1034127, 372537, 372538;default;configurable;bundle;bundle;bundle;bundle;bundle;shop/christmas lighting/string lighting;bundle; 103412701.jpg; 103412701.jpg; 103412701.jpg
980_1600_3240_2;1034130;ed_color,ed_size;1034130;default;configurable;bundle;bundle;bundle;bundle;bundle;shop/christmas lighting/string lighting;bundle; 103413001.jpg; 103413001.jpg; 103413001.jpg
982_1600_3220_1; 1012842, 372428;ed_color,ed_size; 1012842, 372428;default;configurable;decorative string;decorative string;decorative string;decorative string;decorative string;shop/christmas lighting/decorations lighting;decorative string; 101284201.jpg; 101284201.jpg; 101284201.jpg
983_1600_3240_1;1012715;ed_color,ed_size;1012715;default;configurable;tree wire;tree wire;tree wire;tree wire;tree wire;shop/christmas lighting/string lighting;tree wire; 101271501.jpg; 101271501.jpg; 101271501.jpg
992_1400_3190_1; 1033190, 1033186, 1033185;ed_color,ed_size; 1033190, 1033186, 1033185;default;configurable;star;star;star;star;star;shop/christmas decoration/christmas accessories;star; 103319001.jpg; 103319001.jpg; 103319001.jpg
992_1600_3220_1; 1012924, 1034112, 1034114, 1012634, 1034121, 1034115, 1034116;ed_color,ed_size; 1012924, 1034112, 1034114, 1012634, 1034121, 1034115, 1034116;default;configurable;star;star;star;star;star;shop/christmas lighting/decorations lighting;star; 101292401.jpg; 101292401.jpg; 101292401.jpg
992_1600_3220_2;1012925;ed_color,ed_size;1012925;default;configurable;star;star;star;star;star;shop/christmas lighting/decorations lighting;star; 101292501.jpg; 101292501.jpg; 101292501.jpg
